Accelerometer X,Accelerometer Y,Accelerometer Z,hand,session,datetime,id
-0.449,1.188,-0.172,sx,dom,2017-10-23 17:42:35.000000,UCP0
-0.297,1.129,-0.059,sx,dom,2017-10-23 17:42:35.012500,UCP0
-0.129,0.969,0.078,sx,dom,2017-10-23 17:42:35.025000,UCP0
0.039,0.797,0.152,sx,dom,2017-10-23 17:42:35.037500,UCP0
0.176,0.668,0.164,sx,dom,2017-10-23 17:42:35.050000,UCP0
0.301,0.523,0.121,sx,dom,2017-10-23 17:42:35.062500,UCP0
0.398,0.355,0.078,sx,dom,2017-10-23 17:42:35.075000,UCP0
0.43,0.199,0.063,sx,dom,2017-10-23 17:42:35.087500,UCP0
0.355,0.047,-0.012,sx,dom,2017-10-23 17:42:35.100000,UCP0
0.188,-0.223,-0.5,sx,dom,2017-10-23 17:42:35.112500,UCP0
0.07,-0.441,-0.82,sx,dom,2017-10-23 17:42:35.125000,UCP0
0.035,-0.574,-1.02,sx,dom,2017-10-23 17:42:35.137500,UCP0
0.25,-0.844,-0.859,sx,dom,2017-10-23 17:42:35.150000,UCP0
0.609,-1.816,-1.496,sx,dom,2017-10-23 17:42:35.162500,UCP0
1.148,-3.348,-1.426,sx,dom,2017-10-23 17:42:35.175000,UCP0
2.242,-5.055,-0.898,sx,dom,2017-10-23 17:42:35.187500,UCP0
1.844,-3.902,-0.648,sx,dom,2017-10-23 17:42:35.200000,UCP0
1.105,-2.281,-0.613,sx,dom,2017-10-23 17:42:35.212500,UCP0
0.703,-1.402,-0.488,sx,dom,2017-10-23 17:42:35.225000,UCP0
0.281,-0.934,-0.27,sx,dom,2017-10-23 17:42:35.237500,UCP0
-0.176,-0.691,0.07,sx,dom,2017-10-23 17:42:35.250000,UCP0
-0.609,-0.582,0.336,sx,dom,2017-10-23 17:42:35.262500,UCP0
-0.879,-0.328,0.449,sx,dom,2017-10-23 17:42:35.275000,UCP0
-1.02,-0.031,0.73,sx,dom,2017-10-23 17:42:35.287500,UCP0
-1.203,0.262,1.066,sx,dom,2017-10-23 17:42:35.300000,UCP0
-1.488,0.699,0.754,sx,dom,2017-10-23 17:42:35.312500,UCP0
-2.023,1.348,0.438,sx,dom,2017-10-23 17:42:35.325000,UCP0
-2.359,2.137,0.25,sx,dom,2017-10-23 17:42:35.337500,UCP0
-1.824,2.215,0.094,sx,dom,2017-10-23 17:42:35.350000,UCP0
-1.047,1.863,-0.059,sx,dom,2017-10-23 17:42:35.362500,UCP0
-0.504,1.547,-0.273,sx,dom,2017-10-23 17:42:35.375000,UCP0
-0.32,1.484,-0.406,sx,dom,2017-10-23 17:42:35.387500,UCP0
-0.605,1.656,-0.492,sx,dom,2017-10-23 17:42:35.400000,UCP0
-0.984,1.527,-0.777,sx,dom,2017-10-23 17:42:35.412500,UCP0
-1.098,0.98,-1.023,sx,dom,2017-10-23 17:42:35.425000,UCP0
-1.094,0.594,-1.063,sx,dom,2017-10-23 17:42:35.437500,UCP0
-0.926,0.328,-1.16,sx,dom,2017-10-23 17:42:35.450000,UCP0
-0.648,0.055,-1.238,sx,dom,2017-10-23 17:42:35.462500,UCP0
-0.406,-0.168,-1.289,sx,dom,2017-10-23 17:42:35.475000,UCP0
-0.414,-0.34,-1.336,sx,dom,2017-10-23 17:42:35.487500,UCP0
-0.66,-0.332,-1.352,sx,dom,2017-10-23 17:42:35.500000,UCP0
-0.793,-0.098,-1.238,sx,dom,2017-10-23 17:42:35.512500,UCP0
-0.762,0.141,-1.176,sx,dom,2017-10-23 17:42:35.525000,UCP0
-0.668,0.297,-1.211,sx,dom,2017-10-23 17:42:35.537500,UCP0
-0.723,0.395,-1.191,sx,dom,2017-10-23 17:42:35.550000,UCP0
-0.922,0.387,-1.578,sx,dom,2017-10-23 17:42:35.562500,UCP0
-1.047,0.406,-1.535,sx,dom,2017-10-23 17:42:35.575000,UCP0
-0.965,0.465,-1.371,sx,dom,2017-10-23 17:42:35.587500,UCP0
-0.832,0.625,-1.207,sx,dom,2017-10-23 17:42:35.600000,UCP0
-0.781,0.82,-1.023,sx,dom,2017-10-23 17:42:35.612500,UCP0
-0.789,0.961,-0.863,sx,dom,2017-10-23 17:42:35.625000,UCP0
-0.789,1.023,-0.695,sx,dom,2017-10-23 17:42:35.637500,UCP0
-0.742,1.047,-0.512,sx,dom,2017-10-23 17:42:35.650000,UCP0
-0.727,1.133,-0.32,sx,dom,2017-10-23 17:42:35.662500,UCP0
-0.809,1.277,-0.145,sx,dom,2017-10-23 17:42:35.675000,UCP0
-0.887,1.395,0.105,sx,dom,2017-10-23 17:42:35.687500,UCP0
-0.801,1.297,0.32,sx,dom,2017-10-23 17:42:35.700000,UCP0
-0.668,0.992,0.414,sx,dom,2017-10-23 17:42:35.712500,UCP0
-0.516,0.652,0.406,sx,dom,2017-10-23 17:42:35.725000,UCP0
-0.336,0.383,0.359,sx,dom,2017-10-23 17:42:35.737500,UCP0
-0.129,0.207,0.297,sx,dom,2017-10-23 17:42:35.750000,UCP0
0.047,0.102,0.203,sx,dom,2017-10-23 17:42:35.762500,UCP0
0.133,0.023,0.043,sx,dom,2017-10-23 17:42:35.775000,UCP0
0.113,-0.125,-0.32,sx,dom,2017-10-23 17:42:35.787500,UCP0
0.043,-0.34,-0.68,sx,dom,2017-10-23 17:42:35.800000,UCP0
-0.063,-0.5,-0.98,sx,dom,2017-10-23 17:42:35.812500,UCP0
-0.105,-0.629,-1.277,sx,dom,2017-10-23 17:42:35.825000,UCP0
-0.023,-0.676,-1.387,sx,dom,2017-10-23 17:42:35.837500,UCP0
0.195,-0.75,-1.332,sx,dom,2017-10-23 17:42:35.850000,UCP0
0.742,-1.617,-1.512,sx,dom,2017-10-23 17:42:35.862500,UCP0
1.516,-3.41,-1.426,sx,dom,2017-10-23 17:42:35.875000,UCP0
2.094,-4.129,-0.66,sx,dom,2017-10-23 17:42:35.887500,UCP0
1.281,-2.664,-0.758,sx,dom,2017-10-23 17:42:35.900000,UCP0
0.512,-1.32,-0.977,sx,dom,2017-10-23 17:42:35.912500,UCP0
0.012,-0.555,-0.863,sx,dom,2017-10-23 17:42:35.925000,UCP0
-0.387,-0.223,-0.672,sx,dom,2017-10-23 17:42:35.937500,UCP0
-0.625,-0.168,-0.547,sx,dom,2017-10-23 17:42:35.950000,UCP0
-0.789,-0.188,-0.336,sx,dom,2017-10-23 17:42:35.962500,UCP0
-0.875,-0.07,-0.133,sx,dom,2017-10-23 17:42:35.975000,UCP0
-0.836,0.148,0.129,sx,dom,2017-10-23 17:42:35.987500,UCP0
-0.77,0.324,0.371,sx,dom,2017-10-23 17:42:36.000000,UCP0
-0.832,0.488,0.461,sx,dom,2017-10-23 17:42:36.012500,UCP0
-1.105,0.902,0.5,sx,dom,2017-10-23 17:42:36.025000,UCP0
-1.578,2.109,0.211,sx,dom,2017-10-23 17:42:36.037500,UCP0
-1.668,3.016,0.102,sx,dom,2017-10-23 17:42:36.050000,UCP0
-0.898,2.23,0.082,sx,dom,2017-10-23 17:42:36.062500,UCP0
-0.359,1.352,-0.234,sx,dom,2017-10-23 17:42:36.075000,UCP0
-0.344,1.07,-0.59,sx,dom,2017-10-23 17:42:36.087500,UCP0
-0.629,1.102,-1.094,sx,dom,2017-10-23 17:42:36.100000,UCP0
-0.809,1.047,-1.082,sx,dom,2017-10-23 17:42:36.112500,UCP0
-0.832,0.973,-1.012,sx,dom,2017-10-23 17:42:36.125000,UCP0
-0.82,0.855,-0.98,sx,dom,2017-10-23 17:42:36.137500,UCP0
-0.762,0.699,-1.0,sx,dom,2017-10-23 17:42:36.150000,UCP0
-0.637,0.539,-1.039,sx,dom,2017-10-23 17:42:36.162500,UCP0
-0.441,0.414,-1.105,sx,dom,2017-10-23 17:42:36.175000,UCP0
-0.289,0.277,-1.09,sx,dom,2017-10-23 17:42:36.187500,UCP0
-0.379,0.117,-1.066,sx,dom,2017-10-23 17:42:36.200000,UCP0
-0.699,0.09,-0.887,sx,dom,2017-10-23 17:42:36.212500,UCP0
-0.902,0.094,-0.844,sx,dom,2017-10-23 17:42:36.225000,UCP0
-0.871,0.09,-0.926,sx,dom,2017-10-23 17:42:36.237500,UCP0
-0.719,0.09,-0.902,sx,dom,2017-10-23 17:42:36.250000,UCP0
-0.563,0.043,-0.793,sx,dom,2017-10-23 17:42:36.262500,UCP0
-0.398,-0.059,-0.797,sx,dom,2017-10-23 17:42:36.275000,UCP0
-0.289,-0.117,-0.715,sx,dom,2017-10-23 17:42:36.287500,UCP0
-0.387,-0.121,-0.688,sx,dom,2017-10-23 17:42:36.300000,UCP0
-0.508,-0.113,-0.633,sx,dom,2017-10-23 17:42:36.312500,UCP0
-0.684,-0.117,-0.699,sx,dom,2017-10-23 17:42:36.325000,UCP0
-0.727,-0.133,-0.75,sx,dom,2017-10-23 17:42:36.337500,UCP0
-0.641,-0.063,-0.738,sx,dom,2017-10-23 17:42:36.350000,UCP0
-0.477,0.059,-0.656,sx,dom,2017-10-23 17:42:36.362500,UCP0
-0.457,0.203,-0.508,sx,dom,2017-10-23 17:42:36.375000,UCP0
-0.582,0.25,-0.746,sx,dom,2017-10-23 17:42:36.387500,UCP0
-0.645,0.145,-0.902,sx,dom,2017-10-23 17:42:36.400000,UCP0
-0.93,0.102,-0.863,sx,dom,2017-10-23 17:42:36.412500,UCP0
-1.172,0.043,-0.855,sx,dom,2017-10-23 17:42:36.425000,UCP0
-1.301,-0.008,-0.883,sx,dom,2017-10-23 17:42:36.437500,UCP0
-1.328,-0.02,-0.93,sx,dom,2017-10-23 17:42:36.450000,UCP0
-1.293,0.008,-1.047,sx,dom,2017-10-23 17:42:36.462500,UCP0
-1.242,0.039,-1.188,sx,dom,2017-10-23 17:42:36.475000,UCP0
-1.098,0.105,-1.191,sx,dom,2017-10-23 17:42:36.487500,UCP0
-0.961,0.262,-1.063,sx,dom,2017-10-23 17:42:36.500000,UCP0
-0.934,0.445,-0.867,sx,dom,2017-10-23 17:42:36.512500,UCP0
-0.941,0.664,-0.684,sx,dom,2017-10-23 17:42:36.525000,UCP0
-0.926,0.875,-0.48,sx,dom,2017-10-23 17:42:36.537500,UCP0
-0.887,1.051,-0.246,sx,dom,2017-10-23 17:42:36.550000,UCP0
-0.793,1.129,0.02,sx,dom,2017-10-23 17:42:36.562500,UCP0
-0.699,1.141,0.23,sx,dom,2017-10-23 17:42:36.575000,UCP0
-0.586,1.094,0.336,sx,dom,2017-10-23 17:42:36.587500,UCP0
-0.477,1.016,0.332,sx,dom,2017-10-23 17:42:36.600000,UCP0
-0.383,0.926,0.25,sx,dom,2017-10-23 17:42:36.612500,UCP0
-0.289,0.813,0.133,sx,dom,2017-10-23 17:42:36.625000,UCP0
-0.215,0.703,-0.004,sx,dom,2017-10-23 17:42:36.637500,UCP0
-0.168,0.598,-0.148,sx,dom,2017-10-23 17:42:36.650000,UCP0
-0.133,0.453,-0.285,sx,dom,2017-10-23 17:42:36.662500,UCP0
-0.145,0.242,-0.598,sx,dom,2017-10-23 17:42:36.675000,UCP0
-0.223,-0.086,-1.027,sx,dom,2017-10-23 17:42:36.687500,UCP0
-0.152,-0.313,-1.098,sx,dom,2017-10-23 17:42:36.700000,UCP0
-0.055,-0.488,-1.238,sx,dom,2017-10-23 17:42:36.712500,UCP0
0.051,-0.645,-1.359,sx,dom,2017-10-23 17:42:36.725000,UCP0
0.207,-0.844,-1.48,sx,dom,2017-10-23 17:42:36.737500,UCP0
0.426,-1.203,-1.535,sx,dom,2017-10-23 17:42:36.750000,UCP0
0.551,-1.594,-1.586,sx,dom,2017-10-23 17:42:36.762500,UCP0
0.684,-1.906,-1.426,sx,dom,2017-10-23 17:42:36.775000,UCP0
0.797,-1.777,-1.199,sx,dom,2017-10-23 17:42:36.787500,UCP0
0.527,-1.156,-1.043,sx,dom,2017-10-23 17:42:36.800000,UCP0
0.129,-0.492,-0.848,sx,dom,2017-10-23 17:42:36.812500,UCP0
-0.152,-0.098,-0.629,sx,dom,2017-10-23 17:42:36.825000,UCP0
-0.301,0.09,-0.293,sx,dom,2017-10-23 17:42:36.837500,UCP0
-0.457,0.293,0.012,sx,dom,2017-10-23 17:42:36.850000,UCP0
-0.723,0.648,0.223,sx,dom,2017-10-23 17:42:36.862500,UCP0
-1.043,1.258,0.348,sx,dom,2017-10-23 17:42:36.875000,UCP0
-1.191,1.66,0.371,sx,dom,2017-10-23 17:42:36.887500,UCP0
-0.961,1.48,0.34,sx,dom,2017-10-23 17:42:36.900000,UCP0
-0.738,1.148,0.254,sx,dom,2017-10-23 17:42:36.912500,UCP0
-0.734,1.0,0.094,sx,dom,2017-10-23 17:42:36.925000,UCP0
-0.852,0.863,-0.145,sx,dom,2017-10-23 17:42:36.937500,UCP0
-0.98,0.656,-0.465,sx,dom,2017-10-23 17:42:36.950000,UCP0
-1.055,0.457,-0.711,sx,dom,2017-10-23 17:42:36.962500,UCP0
-1.094,0.305,-0.984,sx,dom,2017-10-23 17:42:36.975000,UCP0
-1.059,0.203,-1.184,sx,dom,2017-10-23 17:42:36.987500,UCP0
-0.855,0.125,-1.215,sx,dom,2017-10-23 17:42:37.000000,UCP0
-0.551,0.07,-1.133,sx,dom,2017-10-23 17:42:37.012500,UCP0
-0.262,0.055,-1.219,sx,dom,2017-10-23 17:42:37.025000,UCP0
-0.082,0.086,-0.945,sx,dom,2017-10-23 17:42:37.037500,UCP0
-0.23,0.098,-1.082,sx,dom,2017-10-23 17:42:37.050000,UCP0
-0.543,0.039,-1.168,sx,dom,2017-10-23 17:42:37.062500,UCP0
-0.914,-0.047,-1.16,sx,dom,2017-10-23 17:42:37.075000,UCP0
-1.344,-0.242,-1.285,sx,dom,2017-10-23 17:42:37.087500,UCP0
-1.637,-0.414,-1.352,sx,dom,2017-10-23 17:42:37.100000,UCP0
-1.637,-0.539,-1.418,sx,dom,2017-10-23 17:42:37.112500,UCP0
-1.461,-0.645,-1.629,sx,dom,2017-10-23 17:42:37.125000,UCP0
-1.199,-0.582,-1.805,sx,dom,2017-10-23 17:42:37.137500,UCP0
-0.848,-0.465,-1.73,sx,dom,2017-10-23 17:42:37.150000,UCP0
-0.484,-0.34,-1.527,sx,dom,2017-10-23 17:42:37.162500,UCP0
-0.258,-0.195,-1.336,sx,dom,2017-10-23 17:42:37.175000,UCP0
-0.281,0.016,-1.098,sx,dom,2017-10-23 17:42:37.187500,UCP0
-0.535,0.344,-0.762,sx,dom,2017-10-23 17:42:37.200000,UCP0
-0.852,0.672,-0.43,sx,dom,2017-10-23 17:42:37.212500,UCP0
-1.035,0.84,-0.102,sx,dom,2017-10-23 17:42:37.225000,UCP0
-1.059,0.875,0.125,sx,dom,2017-10-23 17:42:37.237500,UCP0
-1.012,0.91,0.266,sx,dom,2017-10-23 17:42:37.250000,UCP0
-1.051,1.109,0.254,sx,dom,2017-10-23 17:42:37.262500,UCP0
-1.063,1.324,0.258,sx,dom,2017-10-23 17:42:37.275000,UCP0
-0.797,1.152,0.355,sx,dom,2017-10-23 17:42:37.287500,UCP0
-0.383,0.738,0.426,sx,dom,2017-10-23 17:42:37.300000,UCP0
0.023,0.352,0.41,sx,dom,2017-10-23 17:42:37.312500,UCP0
0.418,0.121,0.473,sx,dom,2017-10-23 17:42:37.325000,UCP0
0.691,0.027,0.488,sx,dom,2017-10-23 17:42:37.337500,UCP0
0.824,0.02,0.246,sx,dom,2017-10-23 17:42:37.350000,UCP0
1.051,-0.367,-0.578,sx,dom,2017-10-23 17:42:37.362500,UCP0
1.32,-0.859,-0.758,sx,dom,2017-10-23 17:42:37.375000,UCP0
1.379,-1.25,-0.922,sx,dom,2017-10-23 17:42:37.387500,UCP0
1.504,-1.633,-1.207,sx,dom,2017-10-23 17:42:37.400000,UCP0
1.57,-2.035,-1.535,sx,dom,2017-10-23 17:42:37.412500,UCP0
1.652,-2.457,-1.723,sx,dom,2017-10-23 17:42:37.425000,UCP0
1.59,-2.609,-1.652,sx,dom,2017-10-23 17:42:37.437500,UCP0
1.363,-2.355,-1.426,sx,dom,2017-10-23 17:42:37.450000,UCP0
0.93,-1.715,-1.094,sx,dom,2017-10-23 17:42:37.462500,UCP0
0.43,-1.059,-0.738,sx,dom,2017-10-23 17:42:37.475000,UCP0
-0.059,-0.555,-0.426,sx,dom,2017-10-23 17:42:37.487500,UCP0
-0.344,-0.246,-0.168,sx,dom,2017-10-23 17:42:37.500000,UCP0
-0.355,-0.102,0.066,sx,dom,2017-10-23 17:42:37.512500,UCP0
-0.496,0.055,0.477,sx,dom,2017-10-23 17:42:37.525000,UCP0
-1.148,0.34,1.488,sx,dom,2017-10-23 17:42:37.537500,UCP0
-1.883,1.223,0.258,sx,dom,2017-10-23 17:42:37.550000,UCP0
-2.398,1.715,0.094,sx,dom,2017-10-23 17:42:37.562500,UCP0
-2.199,2.027,0.098,sx,dom,2017-10-23 17:42:37.575000,UCP0
-1.352,1.742,0.125,sx,dom,2017-10-23 17:42:37.587500,UCP0
-0.727,1.457,0.039,sx,dom,2017-10-23 17:42:37.600000,UCP0
-0.434,1.285,-0.223,sx,dom,2017-10-23 17:42:37.612500,UCP0
-0.551,1.234,-0.496,sx,dom,2017-10-23 17:42:37.625000,UCP0
-0.977,1.082,-0.883,sx,dom,2017-10-23 17:42:37.637500,UCP0
-1.281,0.785,-1.188,sx,dom,2017-10-23 17:42:37.650000,UCP0
-1.184,0.57,-1.266,sx,dom,2017-10-23 17:42:37.662500,UCP0
-0.809,0.453,-1.215,sx,dom,2017-10-23 17:42:37.675000,UCP0
-0.375,0.375,-1.223,sx,dom,2017-10-23 17:42:37.687500,UCP0
0.02,0.32,-1.25,sx,dom,2017-10-23 17:42:37.700000,UCP0
0.176,0.199,-1.227,sx,dom,2017-10-23 17:42:37.712500,UCP0
-0.105,0.008,-1.289,sx,dom,2017-10-23 17:42:37.725000,UCP0
-0.59,-0.199,-1.477,sx,dom,2017-10-23 17:42:37.737500,UCP0
-0.984,-0.18,-1.535,sx,dom,2017-10-23 17:42:37.750000,UCP0
-0.867,0.086,-1.344,sx,dom,2017-10-23 17:42:37.762500,UCP0
-0.695,0.273,-1.266,sx,dom,2017-10-23 17:42:37.775000,UCP0
-0.441,0.211,-1.344,sx,dom,2017-10-23 17:42:37.787500,UCP0
-0.215,0.145,-1.445,sx,dom,2017-10-23 17:42:37.800000,UCP0
-0.273,0.09,-1.641,sx,dom,2017-10-23 17:42:37.812500,UCP0
-0.527,0.094,-1.793,sx,dom,2017-10-23 17:42:37.825000,UCP0
-0.672,0.133,-1.73,sx,dom,2017-10-23 17:42:37.837500,UCP0
-0.641,0.203,-1.469,sx,dom,2017-10-23 17:42:37.850000,UCP0
-0.547,0.344,-1.094,sx,dom,2017-10-23 17:42:37.862500,UCP0
-0.484,0.559,-0.676,sx,dom,2017-10-23 17:42:37.875000,UCP0
-0.504,0.711,-0.234,sx,dom,2017-10-23 17:42:37.887500,UCP0
-0.648,0.898,0.059,sx,dom,2017-10-23 17:42:37.900000,UCP0
-0.898,1.355,0.504,sx,dom,2017-10-23 17:42:37.912500,UCP0
-0.887,1.707,0.965,sx,dom,2017-10-23 17:42:37.925000,UCP0
-0.621,1.488,0.934,sx,dom,2017-10-23 17:42:37.937500,UCP0
-0.324,0.855,0.59,sx,dom,2017-10-23 17:42:37.950000,UCP0
-0.09,0.367,0.367,sx,dom,2017-10-23 17:42:37.962500,UCP0
0.078,0.105,0.246,sx,dom,2017-10-23 17:42:37.975000,UCP0
0.148,0.0,0.133,sx,dom,2017-10-23 17:42:37.987500,UCP0
0.16,-0.059,-0.145,sx,dom,2017-10-23 17:42:38.000000,UCP0
0.152,-0.527,-1.199,sx,dom,2017-10-23 17:42:38.012500,UCP0
0.141,-0.695,-1.328,sx,dom,2017-10-23 17:42:38.025000,UCP0
0.168,-0.785,-1.465,sx,dom,2017-10-23 17:42:38.037500,UCP0
0.523,-1.086,-1.363,sx,dom,2017-10-23 17:42:38.050000,UCP0
1.34,-2.727,-1.668,sx,dom,2017-10-23 17:42:38.062500,UCP0
2.395,-4.574,-1.109,sx,dom,2017-10-23 17:42:38.075000,UCP0
1.922,-4.082,-0.922,sx,dom,2017-10-23 17:42:38.087500,UCP0
1.074,-2.648,-1.203,sx,dom,2017-10-23 17:42:38.100000,UCP0
0.473,-1.508,-1.199,sx,dom,2017-10-23 17:42:38.112500,UCP0
0.047,-0.727,-0.914,sx,dom,2017-10-23 17:42:38.125000,UCP0
-0.234,-0.297,-0.496,sx,dom,2017-10-23 17:42:38.137500,UCP0
-0.398,-0.086,-0.125,sx,dom,2017-10-23 17:42:38.150000,UCP0
-0.473,0.027,0.25,sx,dom,2017-10-23 17:42:38.162500,UCP0
-0.723,0.125,0.848,sx,dom,2017-10-23 17:42:38.175000,UCP0
-1.125,0.289,0.898,sx,dom,2017-10-23 17:42:38.187500,UCP0
-1.5,0.801,0.258,sx,dom,2017-10-23 17:42:38.200000,UCP0
-1.633,1.039,0.078,sx,dom,2017-10-23 17:42:38.212500,UCP0
-1.535,1.223,-0.141,sx,dom,2017-10-23 17:42:38.225000,UCP0
-1.41,1.52,-0.305,sx,dom,2017-10-23 17:42:38.237500,UCP0
-1.25,1.813,-0.395,sx,dom,2017-10-23 17:42:38.250000,UCP0
-0.801,1.695,-0.281,sx,dom,2017-10-23 17:42:38.262500,UCP0
-0.297,1.223,-0.254,sx,dom,2017-10-23 17:42:38.275000,UCP0
-0.016,1.039,-0.363,sx,dom,2017-10-23 17:42:38.287500,UCP0
-0.125,1.188,-0.746,sx,dom,2017-10-23 17:42:38.300000,UCP0
-0.512,1.094,-1.199,sx,dom,2017-10-23 17:42:38.312500,UCP0
-0.645,0.68,-0.988,sx,dom,2017-10-23 17:42:38.325000,UCP0
-0.688,0.426,-0.746,sx,dom,2017-10-23 17:42:38.337500,UCP0
-0.762,0.277,-0.813,sx,dom,2017-10-23 17:42:38.350000,UCP0
-1.09,0.094,-1.465,sx,dom,2017-10-23 17:42:38.362500,UCP0
-1.148,-0.145,-1.555,sx,dom,2017-10-23 17:42:38.375000,UCP0
-0.883,-0.148,-1.313,sx,dom,2017-10-23 17:42:38.387500,UCP0
-0.887,0.02,-1.223,sx,dom,2017-10-23 17:42:38.400000,UCP0
-1.109,0.156,-1.129,sx,dom,2017-10-23 17:42:38.412500,UCP0
-0.996,0.129,-0.918,sx,dom,2017-10-23 17:42:38.425000,UCP0
-0.59,-0.027,-0.789,sx,dom,2017-10-23 17:42:38.437500,UCP0
-0.133,-0.281,-0.879,sx,dom,2017-10-23 17:42:38.450000,UCP0
0.066,-0.484,-0.801,sx,dom,2017-10-23 17:42:38.462500,UCP0
0.164,-0.609,-0.695,sx,dom,2017-10-23 17:42:38.475000,UCP0
0.184,-0.488,-0.684,sx,dom,2017-10-23 17:42:38.487500,UCP0
0.031,-0.148,-0.824,sx,dom,2017-10-23 17:42:38.500000,UCP0
-0.063,0.113,-1.121,sx,dom,2017-10-23 17:42:38.512500,UCP0
-0.117,0.234,-1.195,sx,dom,2017-10-23 17:42:38.525000,UCP0
-0.141,0.223,-1.113,sx,dom,2017-10-23 17:42:38.537500,UCP0
-0.141,0.23,-0.996,sx,dom,2017-10-23 17:42:38.550000,UCP0
-0.113,0.199,-0.957,sx,dom,2017-10-23 17:42:38.562500,UCP0
-0.031,0.102,-0.934,sx,dom,2017-10-23 17:42:38.575000,UCP0
-0.063,-0.016,-1.0,sx,dom,2017-10-23 17:42:38.587500,UCP0
-0.109,-0.086,-0.992,sx,dom,2017-10-23 17:42:38.600000,UCP0
-0.043,-0.141,-1.141,sx,dom,2017-10-23 17:42:38.612500,UCP0
0.059,-0.168,-1.07,sx,dom,2017-10-23 17:42:38.625000,UCP0
0.008,-0.227,-1.055,sx,dom,2017-10-23 17:42:38.637500,UCP0
-0.152,-0.25,-0.844,sx,dom,2017-10-23 17:42:38.650000,UCP0
-0.473,-0.234,-0.75,sx,dom,2017-10-23 17:42:38.662500,UCP0
-0.652,-0.113,-0.633,sx,dom,2017-10-23 17:42:38.675000,UCP0
-0.574,0.086,-0.816,sx,dom,2017-10-23 17:42:38.687500,UCP0
-0.594,0.219,-0.926,sx,dom,2017-10-23 17:42:38.700000,UCP0
-0.656,0.27,-0.914,sx,dom,2017-10-23 17:42:38.712500,UCP0
-0.383,0.344,-1.25,sx,dom,2017-10-23 17:42:38.725000,UCP0
-0.41,0.488,-1.148,sx,dom,2017-10-23 17:42:38.737500,UCP0
-0.527,0.418,-1.086,sx,dom,2017-10-23 17:42:38.750000,UCP0
-0.469,0.32,-0.941,sx,dom,2017-10-23 17:42:38.762500,UCP0
-0.441,0.234,-0.957,sx,dom,2017-10-23 17:42:38.775000,UCP0
-0.348,0.145,-0.793,sx,dom,2017-10-23 17:42:38.787500,UCP0
-0.313,0.141,-0.688,sx,dom,2017-10-23 17:42:38.800000,UCP0
-0.355,0.086,-0.68,sx,dom,2017-10-23 17:42:38.812500,UCP0
-0.418,-0.055,-0.703,sx,dom,2017-10-23 17:42:38.825000,UCP0
-0.469,-0.266,-1.031,sx,dom,2017-10-23 17:42:38.837500,UCP0
-0.398,-0.402,-1.137,sx,dom,2017-10-23 17:42:38.850000,UCP0
-0.219,-0.426,-1.043,sx,dom,2017-10-23 17:42:38.862500,UCP0
-0.098,-0.41,-1.02,sx,dom,2017-10-23 17:42:38.875000,UCP0
0.012,-0.375,-0.945,sx,dom,2017-10-23 17:42:38.887500,UCP0
0.047,-0.332,-1.0,sx,dom,2017-10-23 17:42:38.900000,UCP0
-0.191,-0.316,-1.188,sx,dom,2017-10-23 17:42:38.912500,UCP0
-0.539,-0.336,-1.434,sx,dom,2017-10-23 17:42:38.925000,UCP0
-0.68,-0.371,-1.586,sx,dom,2017-10-23 17:42:38.937500,UCP0
-0.625,-0.355,-1.629,sx,dom,2017-10-23 17:42:38.950000,UCP0
-0.48,-0.324,-1.656,sx,dom,2017-10-23 17:42:38.962500,UCP0
-0.367,-0.23,-1.59,sx,dom,2017-10-23 17:42:38.975000,UCP0
-0.387,-0.094,-1.445,sx,dom,2017-10-23 17:42:38.987500,UCP0
-0.582,0.074,-1.238,sx,dom,2017-10-23 17:42:39.000000,UCP0
-0.855,0.262,-1.035,sx,dom,2017-10-23 17:42:39.012500,UCP0
-1.051,0.492,-0.793,sx,dom,2017-10-23 17:42:39.025000,UCP0
-1.137,0.707,-0.461,sx,dom,2017-10-23 17:42:39.037500,UCP0
-1.188,0.906,-0.137,sx,dom,2017-10-23 17:42:39.050000,UCP0
-1.23,1.094,0.094,sx,dom,2017-10-23 17:42:39.062500,UCP0
-1.258,1.297,0.258,sx,dom,2017-10-23 17:42:39.075000,UCP0
-1.137,1.43,0.488,sx,dom,2017-10-23 17:42:39.087500,UCP0
-0.816,1.445,0.656,sx,dom,2017-10-23 17:42:39.100000,UCP0
-0.48,1.289,0.652,sx,dom,2017-10-23 17:42:39.112500,UCP0
-0.199,1.02,0.59,sx,dom,2017-10-23 17:42:39.125000,UCP0
0.031,0.703,0.492,sx,dom,2017-10-23 17:42:39.137500,UCP0
0.242,0.426,0.383,sx,dom,2017-10-23 17:42:39.150000,UCP0
0.395,0.199,0.223,sx,dom,2017-10-23 17:42:39.162500,UCP0
0.445,0.039,0.094,sx,dom,2017-10-23 17:42:39.175000,UCP0
0.359,-0.355,-0.723,sx,dom,2017-10-23 17:42:39.187500,UCP0
0.293,-0.727,-1.188,sx,dom,2017-10-23 17:42:39.200000,UCP0
0.449,-0.871,-1.012,sx,dom,2017-10-23 17:42:39.212500,UCP0
0.902,-1.449,-0.922,sx,dom,2017-10-23 17:42:39.225000,UCP0
1.617,-3.699,-1.246,sx,dom,2017-10-23 17:42:39.237500,UCP0
2.309,-5.133,-0.809,sx,dom,2017-10-23 17:42:39.250000,UCP0
