id,hand,session,Accelerometer X,Accelerometer Y,Accelerometer Z,datetime
TD6,sx,ndom,-1.32,0.285,-0.34,2017-06-06 16:12:20.350000
TD6,sx,ndom,-0.977,0.273,-0.156,2017-06-06 16:12:20.362500
TD6,sx,ndom,-0.676,0.258,0.066,2017-06-06 16:12:20.375000
TD6,sx,ndom,-0.5,0.18,0.355,2017-06-06 16:12:20.387500
TD6,sx,ndom,-0.438,0.109,0.602,2017-06-06 16:12:20.400000
TD6,sx,ndom,-0.492,0.18,0.73,2017-06-06 16:12:20.412500
TD6,sx,ndom,-0.621,0.336,0.754,2017-06-06 16:12:20.425000
TD6,sx,ndom,-0.762,0.543,0.68,2017-06-06 16:12:20.437500
TD6,sx,ndom,-0.871,0.711,0.582,2017-06-06 16:12:20.450000
TD6,sx,ndom,-0.961,0.77,0.441,2017-06-06 16:12:20.462500
TD6,sx,ndom,-0.988,0.707,0.32,2017-06-06 16:12:20.475000
TD6,sx,ndom,-0.902,0.59,0.203,2017-06-06 16:12:20.487500
TD6,sx,ndom,-0.695,0.414,0.109,2017-06-06 16:12:20.500000
TD6,sx,ndom,-0.426,0.16,0.0,2017-06-06 16:12:20.512500
TD6,sx,ndom,-0.316,-0.055,-0.191,2017-06-06 16:12:20.525000
TD6,sx,ndom,-0.543,-0.191,-0.395,2017-06-06 16:12:20.537500
TD6,sx,ndom,-1.004,-0.273,-0.586,2017-06-06 16:12:20.550000
TD6,sx,ndom,-1.441,-0.406,-0.762,2017-06-06 16:12:20.562500
TD6,sx,ndom,-1.766,-0.664,-0.93,2017-06-06 16:12:20.575000
TD6,sx,ndom,-1.664,-1.02,-0.852,2017-06-06 16:12:20.587500
TD6,sx,ndom,-1.457,-1.176,-0.598,2017-06-06 16:12:20.600000
TD6,sx,ndom,-1.461,-1.098,-0.438,2017-06-06 16:12:20.612500
TD6,sx,ndom,-1.543,-0.984,-0.441,2017-06-06 16:12:20.625000
TD6,sx,ndom,-1.578,-0.73,-0.387,2017-06-06 16:12:20.637500
TD6,sx,ndom,-1.457,-0.434,-0.223,2017-06-06 16:12:20.650000
TD6,sx,ndom,-1.234,-0.145,-0.09,2017-06-06 16:12:20.662500
TD6,sx,ndom,-0.984,0.125,0.012,2017-06-06 16:12:20.675000
TD6,sx,ndom,-0.781,0.43,0.066,2017-06-06 16:12:20.687500
TD6,sx,ndom,-0.688,0.703,0.027,2017-06-06 16:12:20.700000
TD6,sx,ndom,-0.668,0.754,-0.09,2017-06-06 16:12:20.712500
TD6,sx,ndom,-0.617,0.527,-0.184,2017-06-06 16:12:20.725000
TD6,sx,ndom,-0.453,0.234,-0.059,2017-06-06 16:12:20.737500
TD6,sx,ndom,-0.188,0.09,0.262,2017-06-06 16:12:20.750000
TD6,sx,ndom,0.105,0.121,0.645,2017-06-06 16:12:20.762500
TD6,sx,ndom,0.344,0.23,0.91,2017-06-06 16:12:20.775000
TD6,sx,ndom,0.348,0.383,0.902,2017-06-06 16:12:20.787500
TD6,sx,ndom,0.125,0.488,0.66,2017-06-06 16:12:20.800000
TD6,sx,ndom,-0.223,0.527,0.383,2017-06-06 16:12:20.812500
TD6,sx,ndom,-0.648,0.566,0.238,2017-06-06 16:12:20.825000
TD6,sx,ndom,-0.98,0.578,0.262,2017-06-06 16:12:20.837500
TD6,sx,ndom,-1.043,0.582,0.371,2017-06-06 16:12:20.850000
TD6,sx,ndom,-0.93,0.613,0.488,2017-06-06 16:12:20.862500
TD6,sx,ndom,-0.879,0.594,0.543,2017-06-06 16:12:20.875000
TD6,sx,ndom,-1.02,0.488,0.402,2017-06-06 16:12:20.887500
TD6,sx,ndom,-1.313,0.367,0.164,2017-06-06 16:12:20.900000
TD6,sx,ndom,-1.566,0.277,-0.059,2017-06-06 16:12:20.912500
TD6,sx,ndom,-1.598,0.234,-0.141,2017-06-06 16:12:20.925000
TD6,sx,ndom,-1.418,0.211,-0.055,2017-06-06 16:12:20.937500
TD6,sx,ndom,-1.371,0.172,-0.125,2017-06-06 16:12:20.950000
TD6,sx,ndom,-1.75,0.031,-0.246,2017-06-06 16:12:20.962500
TD6,sx,ndom,-1.922,-0.234,-0.402,2017-06-06 16:12:20.975000
TD6,sx,ndom,-1.691,-0.434,-0.328,2017-06-06 16:12:20.987500
TD6,sx,ndom,-1.469,-0.309,-0.18,2017-06-06 16:12:21.000000
TD6,sx,ndom,-1.348,-0.227,-0.02,2017-06-06 16:12:21.012500
TD6,sx,ndom,-1.273,-0.223,0.016,2017-06-06 16:12:21.025000
TD6,sx,ndom,-1.25,-0.195,-0.004,2017-06-06 16:12:21.037500
TD6,sx,ndom,-1.156,-0.148,-0.004,2017-06-06 16:12:21.050000
TD6,sx,ndom,-0.934,-0.07,-0.027,2017-06-06 16:12:21.062500
TD6,sx,ndom,-0.711,0.039,-0.082,2017-06-06 16:12:21.075000
TD6,sx,ndom,-0.652,0.145,-0.191,2017-06-06 16:12:21.087500
TD6,sx,ndom,-0.75,0.188,-0.258,2017-06-06 16:12:21.100000
TD6,sx,ndom,-0.863,0.141,-0.273,2017-06-06 16:12:21.112500
TD6,sx,ndom,-0.914,0.051,-0.008,2017-06-06 16:12:21.125000
TD6,sx,ndom,-1.152,0.059,0.145,2017-06-06 16:12:21.137500
TD6,sx,ndom,-1.523,-0.043,0.023,2017-06-06 16:12:21.150000
TD6,sx,ndom,-1.848,-0.188,-0.191,2017-06-06 16:12:21.162500
TD6,sx,ndom,-1.75,-0.258,-0.09,2017-06-06 16:12:21.175000
TD6,sx,ndom,-1.586,-0.074,0.008,2017-06-06 16:12:21.187500
TD6,sx,ndom,-1.574,0.141,-0.02,2017-06-06 16:12:21.200000
TD6,sx,ndom,-1.527,0.305,-0.047,2017-06-06 16:12:21.212500
TD6,sx,ndom,-1.348,0.426,0.0,2017-06-06 16:12:21.225000
TD6,sx,ndom,-1.066,0.559,0.152,2017-06-06 16:12:21.237500
TD6,sx,ndom,-0.695,0.688,0.324,2017-06-06 16:12:21.250000
TD6,sx,ndom,-0.355,0.809,0.492,2017-06-06 16:12:21.262500
TD6,sx,ndom,-0.199,0.867,0.602,2017-06-06 16:12:21.275000
TD6,sx,ndom,-0.25,0.801,0.609,2017-06-06 16:12:21.287500
TD6,sx,ndom,-0.441,0.656,0.496,2017-06-06 16:12:21.300000
TD6,sx,ndom,-0.66,0.469,0.398,2017-06-06 16:12:21.312500
TD6,sx,ndom,-0.797,0.254,0.215,2017-06-06 16:12:21.325000
TD6,sx,ndom,-0.875,0.055,-0.027,2017-06-06 16:12:21.337500
TD6,sx,ndom,-0.934,-0.141,-0.25,2017-06-06 16:12:21.350000
TD6,sx,ndom,-0.863,-0.348,-0.445,2017-06-06 16:12:21.362500
TD6,sx,ndom,-0.695,-0.57,-0.5,2017-06-06 16:12:21.375000
TD6,sx,ndom,-0.57,-0.77,-0.504,2017-06-06 16:12:21.387500
TD6,sx,ndom,-0.621,-0.969,-0.602,2017-06-06 16:12:21.400000
TD6,sx,ndom,-0.859,-1.148,-0.715,2017-06-06 16:12:21.412500
TD6,sx,ndom,-1.109,-1.203,-0.805,2017-06-06 16:12:21.425000
TD6,sx,ndom,-1.293,-1.07,-0.871,2017-06-06 16:12:21.437500
TD6,sx,ndom,-1.348,-0.844,-0.852,2017-06-06 16:12:21.450000
TD6,sx,ndom,-1.27,-0.617,-0.754,2017-06-06 16:12:21.462500
TD6,sx,ndom,-1.137,-0.41,-0.656,2017-06-06 16:12:21.475000
TD6,sx,ndom,-1.004,-0.207,-0.574,2017-06-06 16:12:21.487500
TD6,sx,ndom,-0.898,0.027,-0.469,2017-06-06 16:12:21.500000
TD6,sx,ndom,-0.805,0.238,-0.344,2017-06-06 16:12:21.512500
TD6,sx,ndom,-0.719,0.41,-0.203,2017-06-06 16:12:21.525000
TD6,sx,ndom,-0.668,0.527,-0.02,2017-06-06 16:12:21.537500
TD6,sx,ndom,-0.707,0.574,0.199,2017-06-06 16:12:21.550000
TD6,sx,ndom,-0.852,0.559,0.328,2017-06-06 16:12:21.562500
TD6,sx,ndom,-1.051,0.508,0.332,2017-06-06 16:12:21.575000
TD6,sx,ndom,-1.184,0.516,0.305,2017-06-06 16:12:21.587500
TD6,sx,ndom,-1.133,0.617,0.309,2017-06-06 16:12:21.600000
TD6,sx,ndom,-0.918,0.77,0.367,2017-06-06 16:12:21.612500
TD6,sx,ndom,-0.59,0.813,0.438,2017-06-06 16:12:21.625000
TD6,sx,ndom,-0.301,0.75,0.449,2017-06-06 16:12:21.637500
TD6,sx,ndom,-0.254,0.707,0.363,2017-06-06 16:12:21.650000
TD6,sx,ndom,-0.469,0.68,0.242,2017-06-06 16:12:21.662500
TD6,sx,ndom,-0.844,0.629,0.094,2017-06-06 16:12:21.675000
TD6,sx,ndom,-1.121,0.551,-0.039,2017-06-06 16:12:21.687500
TD6,sx,ndom,-1.121,0.531,0.047,2017-06-06 16:12:21.700000
TD6,sx,ndom,-1.008,0.547,0.168,2017-06-06 16:12:21.712500
TD6,sx,ndom,-1.055,0.504,0.137,2017-06-06 16:12:21.725000
TD6,sx,ndom,-1.273,0.344,-0.047,2017-06-06 16:12:21.737500
TD6,sx,ndom,-1.688,0.191,-0.457,2017-06-06 16:12:21.750000
TD6,sx,ndom,-2.117,0.07,-0.941,2017-06-06 16:12:21.762500
TD6,sx,ndom,-1.828,-0.18,-0.824,2017-06-06 16:12:21.775000
TD6,sx,ndom,-1.152,-0.16,-0.363,2017-06-06 16:12:21.787500
TD6,sx,ndom,-0.867,0.176,-0.094,2017-06-06 16:12:21.800000
TD6,sx,ndom,-0.895,0.285,-0.164,2017-06-06 16:12:21.812500
TD6,sx,ndom,-1.031,0.098,-0.219,2017-06-06 16:12:21.825000
TD6,sx,ndom,-1.031,0.012,-0.234,2017-06-06 16:12:21.837500
TD6,sx,ndom,-0.918,0.07,-0.211,2017-06-06 16:12:21.850000
TD6,sx,ndom,-0.75,0.105,-0.242,2017-06-06 16:12:21.862500
TD6,sx,ndom,-0.832,0.168,-0.105,2017-06-06 16:12:21.875000
TD6,sx,ndom,-1.0,0.109,-0.168,2017-06-06 16:12:21.887500
TD6,sx,ndom,-1.383,0.102,-0.203,2017-06-06 16:12:21.900000
TD6,sx,ndom,-1.664,0.059,-0.25,2017-06-06 16:12:21.912500
TD6,sx,ndom,-1.684,-0.023,-0.199,2017-06-06 16:12:21.925000
TD6,sx,ndom,-1.52,-0.008,-0.117,2017-06-06 16:12:21.937500
TD6,sx,ndom,-1.324,0.094,-0.035,2017-06-06 16:12:21.950000
TD6,sx,ndom,-1.168,0.184,0.043,2017-06-06 16:12:21.962500
TD6,sx,ndom,-1.027,0.266,0.152,2017-06-06 16:12:21.975000
TD6,sx,ndom,-0.883,0.375,0.301,2017-06-06 16:12:21.987500
TD6,sx,ndom,-0.734,0.531,0.43,2017-06-06 16:12:22.000000
TD6,sx,ndom,-0.652,0.68,0.5,2017-06-06 16:12:22.012500
TD6,sx,ndom,-0.633,0.785,0.531,2017-06-06 16:12:22.025000
TD6,sx,ndom,-0.652,0.773,0.465,2017-06-06 16:12:22.037500
TD6,sx,ndom,-0.715,0.648,0.367,2017-06-06 16:12:22.050000
TD6,sx,ndom,-0.766,0.539,0.25,2017-06-06 16:12:22.062500
TD6,sx,ndom,-0.824,0.328,0.16,2017-06-06 16:12:22.075000
TD6,sx,ndom,-0.852,0.059,0.09,2017-06-06 16:12:22.087500
TD6,sx,ndom,-0.887,-0.195,0.016,2017-06-06 16:12:22.100000
TD6,sx,ndom,-0.953,-0.465,-0.094,2017-06-06 16:12:22.112500
TD6,sx,ndom,-1.078,-0.762,-0.254,2017-06-06 16:12:22.125000
TD6,sx,ndom,-1.195,-1.066,-0.43,2017-06-06 16:12:22.137500
TD6,sx,ndom,-1.145,-1.324,-0.484,2017-06-06 16:12:22.150000
TD6,sx,ndom,-0.953,-1.473,-0.52,2017-06-06 16:12:22.162500
TD6,sx,ndom,-0.734,-1.457,-0.547,2017-06-06 16:12:22.175000
TD6,sx,ndom,-0.598,-1.301,-0.594,2017-06-06 16:12:22.187500
TD6,sx,ndom,-0.625,-1.066,-0.629,2017-06-06 16:12:22.200000
TD6,sx,ndom,-0.758,-0.828,-0.641,2017-06-06 16:12:22.212500
TD6,sx,ndom,-0.828,-0.613,-0.563,2017-06-06 16:12:22.225000
TD6,sx,ndom,-0.805,-0.406,-0.418,2017-06-06 16:12:22.237500
TD6,sx,ndom,-0.762,-0.164,-0.184,2017-06-06 16:12:22.250000
TD6,sx,ndom,-0.777,0.125,0.105,2017-06-06 16:12:22.262500
TD6,sx,ndom,-0.875,0.418,0.324,2017-06-06 16:12:22.275000
TD6,sx,ndom,-1.035,0.676,0.449,2017-06-06 16:12:22.287500
TD6,sx,ndom,-1.148,0.867,0.496,2017-06-06 16:12:22.300000
TD6,sx,ndom,-1.094,0.973,0.523,2017-06-06 16:12:22.312500
TD6,sx,ndom,-0.898,1.016,0.629,2017-06-06 16:12:22.325000
TD6,sx,ndom,-0.66,1.0,0.594,2017-06-06 16:12:22.337500
TD6,sx,ndom,-0.629,0.953,0.375,2017-06-06 16:12:22.350000
TD6,sx,ndom,-0.887,0.848,-0.012,2017-06-06 16:12:22.362500
TD6,sx,ndom,-1.27,0.66,-0.414,2017-06-06 16:12:22.375000
TD6,sx,ndom,-1.488,0.434,-0.781,2017-06-06 16:12:22.387500
TD6,sx,ndom,-1.582,0.109,-1.164,2017-06-06 16:12:22.400000
TD6,sx,ndom,-1.379,-0.281,-0.77,2017-06-06 16:12:22.412500
TD6,sx,ndom,-1.336,-0.152,-0.055,2017-06-06 16:12:22.425000
TD6,sx,ndom,-1.504,0.129,-0.113,2017-06-06 16:12:22.437500
TD6,sx,ndom,-1.625,0.297,-0.223,2017-06-06 16:12:22.450000
TD6,sx,ndom,-1.652,0.355,-0.25,2017-06-06 16:12:22.462500
TD6,sx,ndom,-1.582,0.34,-0.328,2017-06-06 16:12:22.475000
TD6,sx,ndom,-1.375,0.262,-0.434,2017-06-06 16:12:22.487500
TD6,sx,ndom,-1.059,0.168,-0.477,2017-06-06 16:12:22.500000
TD6,sx,ndom,-0.773,0.164,-0.434,2017-06-06 16:12:22.512500
TD6,sx,ndom,-0.613,0.324,-0.34,2017-06-06 16:12:22.525000
TD6,sx,ndom,-0.598,0.52,-0.289,2017-06-06 16:12:22.537500
TD6,sx,ndom,-0.754,0.645,-0.223,2017-06-06 16:12:22.550000
TD6,sx,ndom,-0.969,0.699,-0.137,2017-06-06 16:12:22.562500
TD6,sx,ndom,-1.125,0.711,0.008,2017-06-06 16:12:22.575000
TD6,sx,ndom,-1.152,0.668,0.184,2017-06-06 16:12:22.587500
TD6,sx,ndom,-1.098,0.594,0.281,2017-06-06 16:12:22.600000
TD6,sx,ndom,-1.012,0.508,0.41,2017-06-06 16:12:22.612500
TD6,sx,ndom,-0.887,0.402,0.465,2017-06-06 16:12:22.625000
TD6,sx,ndom,-0.805,0.297,0.449,2017-06-06 16:12:22.637500
TD6,sx,ndom,-0.871,0.211,0.379,2017-06-06 16:12:22.650000
TD6,sx,ndom,-1.047,0.117,0.293,2017-06-06 16:12:22.662500
TD6,sx,ndom,-1.195,-0.07,0.176,2017-06-06 16:12:22.675000
TD6,sx,ndom,-1.23,-0.348,0.035,2017-06-06 16:12:22.687500
TD6,sx,ndom,-1.188,-0.684,-0.09,2017-06-06 16:12:22.700000
TD6,sx,ndom,-1.109,-1.055,-0.223,2017-06-06 16:12:22.712500
TD6,sx,ndom,-1.047,-1.332,-0.402,2017-06-06 16:12:22.725000
TD6,sx,ndom,-1.008,-1.375,-0.469,2017-06-06 16:12:22.737500
TD6,sx,ndom,-0.949,-1.273,-0.41,2017-06-06 16:12:22.750000
TD6,sx,ndom,-0.926,-1.207,-0.422,2017-06-06 16:12:22.762500
TD6,sx,ndom,-0.93,-1.18,-0.52,2017-06-06 16:12:22.775000
TD6,sx,ndom,-0.926,-1.094,-0.504,2017-06-06 16:12:22.787500
TD6,sx,ndom,-0.891,-0.961,-0.332,2017-06-06 16:12:22.800000
TD6,sx,ndom,-0.887,-0.805,-0.094,2017-06-06 16:12:22.812500
TD6,sx,ndom,-0.984,-0.645,0.031,2017-06-06 16:12:22.825000
TD6,sx,ndom,-1.152,-0.445,0.035,2017-06-06 16:12:22.837500
TD6,sx,ndom,-1.184,-0.215,0.078,2017-06-06 16:12:22.850000
TD6,sx,ndom,-0.984,0.047,0.227,2017-06-06 16:12:22.862500
TD6,sx,ndom,-0.668,0.371,0.465,2017-06-06 16:12:22.875000
TD6,sx,ndom,-0.379,0.754,0.742,2017-06-06 16:12:22.887500
TD6,sx,ndom,-0.266,1.219,0.859,2017-06-06 16:12:22.900000
TD6,sx,ndom,-0.41,1.699,0.723,2017-06-06 16:12:22.912500
TD6,sx,ndom,-0.742,1.914,0.414,2017-06-06 16:12:22.925000
TD6,sx,ndom,-0.988,1.609,0.078,2017-06-06 16:12:22.937500
TD6,sx,ndom,-0.992,1.125,-0.176,2017-06-06 16:12:22.950000
TD6,sx,ndom,-0.797,0.762,-0.277,2017-06-06 16:12:22.962500
TD6,sx,ndom,-0.578,0.602,-0.207,2017-06-06 16:12:22.975000
TD6,sx,ndom,-0.531,0.566,-0.09,2017-06-06 16:12:22.987500
TD6,sx,ndom,-0.723,0.465,-0.023,2017-06-06 16:12:23.000000
TD6,sx,ndom,-1.098,0.227,-0.012,2017-06-06 16:12:23.012500
TD6,sx,ndom,-1.629,0.102,-0.125,2017-06-06 16:12:23.025000
TD6,sx,ndom,-2.27,0.027,-0.469,2017-06-06 16:12:23.037500
TD6,sx,ndom,-2.289,-0.145,-0.375,2017-06-06 16:12:23.050000
TD6,sx,ndom,-1.77,-0.117,-0.129,2017-06-06 16:12:23.062500
TD6,sx,ndom,-1.332,0.063,0.035,2017-06-06 16:12:23.075000
TD6,sx,ndom,-1.145,0.113,0.004,2017-06-06 16:12:23.087500
TD6,sx,ndom,-1.133,0.004,-0.246,2017-06-06 16:12:23.100000
TD6,sx,ndom,-1.137,-0.145,-0.422,2017-06-06 16:12:23.112500
TD6,sx,ndom,-1.031,-0.242,-0.457,2017-06-06 16:12:23.125000
TD6,sx,ndom,-0.93,-0.148,-0.336,2017-06-06 16:12:23.137500
TD6,sx,ndom,-0.922,-0.027,-0.324,2017-06-06 16:12:23.150000
TD6,sx,ndom,-0.875,-0.02,-0.219,2017-06-06 16:12:23.162500
TD6,sx,ndom,-0.855,0.031,-0.137,2017-06-06 16:12:23.175000
TD6,sx,ndom,-1.129,0.055,-0.324,2017-06-06 16:12:23.187500
TD6,sx,ndom,-1.41,-0.059,-0.469,2017-06-06 16:12:23.200000
TD6,sx,ndom,-1.363,-0.133,-0.504,2017-06-06 16:12:23.212500
TD6,sx,ndom,-1.141,-0.027,-0.418,2017-06-06 16:12:23.225000
TD6,sx,ndom,-0.969,0.16,-0.258,2017-06-06 16:12:23.237500
TD6,sx,ndom,-1.156,0.332,-0.285,2017-06-06 16:12:23.250000
TD6,sx,ndom,-1.418,0.152,-0.488,2017-06-06 16:12:23.262500
TD6,sx,ndom,-1.516,-0.012,-0.363,2017-06-06 16:12:23.275000
TD6,sx,ndom,-1.355,-0.055,-0.508,2017-06-06 16:12:23.287500
TD6,sx,ndom,-0.844,-0.035,-0.332,2017-06-06 16:12:23.300000
TD6,sx,ndom,-0.395,0.234,0.059,2017-06-06 16:12:23.312500
TD6,sx,ndom,-0.074,0.543,0.285,2017-06-06 16:12:23.325000
TD6,sx,ndom,-0.113,0.738,0.461,2017-06-06 16:12:23.337500
TD6,sx,ndom,-0.488,0.738,0.34,2017-06-06 16:12:23.350000
TD6,sx,ndom,-1.047,0.52,0.035,2017-06-06 16:12:23.362500
TD6,sx,ndom,-1.48,0.156,-0.367,2017-06-06 16:12:23.375000
TD6,sx,ndom,-1.391,-0.188,-0.426,2017-06-06 16:12:23.387500
TD6,sx,ndom,-0.973,-0.18,-0.289,2017-06-06 16:12:23.400000
TD6,sx,ndom,-0.48,0.082,-0.102,2017-06-06 16:12:23.412500
TD6,sx,ndom,-0.039,0.34,0.113,2017-06-06 16:12:23.425000
TD6,sx,ndom,0.078,0.41,0.148,2017-06-06 16:12:23.437500
TD6,sx,ndom,-0.156,0.207,0.09,2017-06-06 16:12:23.450000
TD6,sx,ndom,-0.484,-0.082,0.027,2017-06-06 16:12:23.462500
TD6,sx,ndom,-0.723,-0.281,-0.043,2017-06-06 16:12:23.475000
TD6,sx,ndom,-0.922,-0.332,-0.094,2017-06-06 16:12:23.487500
TD6,sx,ndom,-1.105,-0.289,-0.098,2017-06-06 16:12:23.500000
TD6,sx,ndom,-1.242,-0.285,0.02,2017-06-06 16:12:23.512500
TD6,sx,ndom,-1.371,-0.391,0.039,2017-06-06 16:12:23.525000
TD6,sx,ndom,-1.449,-0.617,-0.121,2017-06-06 16:12:23.537500
TD6,sx,ndom,-1.355,-0.848,-0.223,2017-06-06 16:12:23.550000
TD6,sx,ndom,-1.055,-0.887,-0.207,2017-06-06 16:12:23.562500
TD6,sx,ndom,-0.738,-0.75,-0.145,2017-06-06 16:12:23.575000
TD6,sx,ndom,-0.609,-0.539,-0.059,2017-06-06 16:12:23.587500
TD6,sx,ndom,-0.742,-0.332,-0.008,2017-06-06 16:12:23.600000
TD6,sx,ndom,-1.105,-0.105,0.0,2017-06-06 16:12:23.612500
TD6,sx,ndom,-1.453,0.164,0.043,2017-06-06 16:12:23.625000
TD6,sx,ndom,-1.57,0.457,0.18,2017-06-06 16:12:23.637500
TD6,sx,ndom,-1.422,0.664,0.371,2017-06-06 16:12:23.650000
TD6,sx,ndom,-1.094,0.816,0.586,2017-06-06 16:12:23.662500
TD6,sx,ndom,-0.727,0.922,0.648,2017-06-06 16:12:23.675000
TD6,sx,ndom,-0.48,1.051,0.543,2017-06-06 16:12:23.687500
TD6,sx,ndom,-0.465,1.145,0.477,2017-06-06 16:12:23.700000
TD6,sx,ndom,-0.574,1.105,0.406,2017-06-06 16:12:23.712500
TD6,sx,ndom,-0.781,1.008,0.328,2017-06-06 16:12:23.725000
TD6,sx,ndom,-0.996,0.859,0.188,2017-06-06 16:12:23.737500
TD6,sx,ndom,-1.191,0.676,0.012,2017-06-06 16:12:23.750000
TD6,sx,ndom,-1.328,0.438,-0.105,2017-06-06 16:12:23.762500
TD6,sx,ndom,-1.313,0.172,-0.102,2017-06-06 16:12:23.775000
TD6,sx,ndom,-1.156,-0.027,-0.074,2017-06-06 16:12:23.787500
TD6,sx,ndom,-0.914,-0.148,-0.035,2017-06-06 16:12:23.800000
TD6,sx,ndom,-0.691,-0.227,0.031,2017-06-06 16:12:23.812500
TD6,sx,ndom,-0.809,-0.203,0.105,2017-06-06 16:12:23.825000
TD6,sx,ndom,-1.391,-0.199,-0.184,2017-06-06 16:12:23.837500
TD6,sx,ndom,-1.809,-0.195,-0.441,2017-06-06 16:12:23.850000
TD6,sx,ndom,-1.688,-0.07,-0.352,2017-06-06 16:12:23.862500
TD6,sx,ndom,-1.418,0.145,-0.078,2017-06-06 16:12:23.875000
TD6,sx,ndom,-1.223,0.176,-0.109,2017-06-06 16:12:23.887500
TD6,sx,ndom,-1.105,0.0,-0.172,2017-06-06 16:12:23.900000
TD6,sx,ndom,-0.898,-0.117,-0.113,2017-06-06 16:12:23.912500
TD6,sx,ndom,-0.805,-0.035,-0.121,2017-06-06 16:12:23.925000
TD6,sx,ndom,-0.852,-0.023,-0.074,2017-06-06 16:12:23.937500
TD6,sx,ndom,-0.941,-0.16,-0.008,2017-06-06 16:12:23.950000
TD6,sx,ndom,-1.031,-0.293,-0.094,2017-06-06 16:12:23.962500
TD6,sx,ndom,-1.184,-0.336,-0.289,2017-06-06 16:12:23.975000
TD6,sx,ndom,-1.078,-0.324,-0.262,2017-06-06 16:12:23.987500
TD6,sx,ndom,-0.84,-0.172,-0.406,2017-06-06 16:12:24.000000
TD6,sx,ndom,-0.645,-0.086,-0.613,2017-06-06 16:12:24.012500
TD6,sx,ndom,-0.445,0.016,-0.531,2017-06-06 16:12:24.025000
TD6,sx,ndom,-0.367,0.191,-0.355,2017-06-06 16:12:24.037500
TD6,sx,ndom,-0.57,0.277,-0.211,2017-06-06 16:12:24.050000
TD6,sx,ndom,-1.082,0.254,0.25,2017-06-06 16:12:24.062500
TD6,sx,ndom,-1.574,-0.063,0.109,2017-06-06 16:12:24.075000
TD6,sx,ndom,-2.152,-0.234,-0.07,2017-06-06 16:12:24.087500
TD6,sx,ndom,-2.305,-0.266,-0.121,2017-06-06 16:12:24.100000
TD6,sx,ndom,-2.051,-0.293,-0.148,2017-06-06 16:12:24.112500
TD6,sx,ndom,-1.664,-0.27,-0.121,2017-06-06 16:12:24.125000
TD6,sx,ndom,-1.297,-0.203,-0.188,2017-06-06 16:12:24.137500
TD6,sx,ndom,-1.059,-0.074,-0.227,2017-06-06 16:12:24.150000
TD6,sx,ndom,-0.93,0.137,-0.23,2017-06-06 16:12:24.162500
TD6,sx,ndom,-0.781,0.387,-0.188,2017-06-06 16:12:24.175000
TD6,sx,ndom,-0.527,0.633,-0.086,2017-06-06 16:12:24.187500
TD6,sx,ndom,-0.219,0.797,0.082,2017-06-06 16:12:24.200000
TD6,sx,ndom,0.02,0.762,0.254,2017-06-06 16:12:24.212500
TD6,sx,ndom,0.102,0.766,0.395,2017-06-06 16:12:24.225000
TD6,sx,ndom,0.055,0.648,0.461,2017-06-06 16:12:24.237500
TD6,sx,ndom,-0.047,0.504,0.48,2017-06-06 16:12:24.250000
TD6,sx,ndom,-0.27,0.305,0.434,2017-06-06 16:12:24.262500
TD6,sx,ndom,-0.633,0.066,0.262,2017-06-06 16:12:24.275000
TD6,sx,ndom,-1.066,-0.242,0.012,2017-06-06 16:12:24.287500
TD6,sx,ndom,-1.457,-0.566,-0.273,2017-06-06 16:12:24.300000
TD6,sx,ndom,-1.602,-0.781,-0.379,2017-06-06 16:12:24.312500
TD6,sx,ndom,-1.434,-0.824,-0.398,2017-06-06 16:12:24.325000
TD6,sx,ndom,-1.145,-0.777,-0.383,2017-06-06 16:12:24.337500
TD6,sx,ndom,-0.945,-0.742,-0.453,2017-06-06 16:12:24.350000
TD6,sx,ndom,-0.891,-0.754,-0.57,2017-06-06 16:12:24.362500
TD6,sx,ndom,-0.953,-0.695,-0.637,2017-06-06 16:12:24.375000
TD6,sx,ndom,-1.051,-0.52,-0.637,2017-06-06 16:12:24.387500
TD6,sx,ndom,-1.121,-0.273,-0.57,2017-06-06 16:12:24.400000
TD6,sx,ndom,-1.137,0.008,-0.441,2017-06-06 16:12:24.412500
TD6,sx,ndom,-1.086,0.285,-0.277,2017-06-06 16:12:24.425000
TD6,sx,ndom,-1.008,0.547,-0.16,2017-06-06 16:12:24.437500
TD6,sx,ndom,-0.914,0.73,-0.102,2017-06-06 16:12:24.450000
TD6,sx,ndom,-0.824,0.793,-0.125,2017-06-06 16:12:24.462500
TD6,sx,ndom,-0.742,0.75,-0.184,2017-06-06 16:12:24.475000
TD6,sx,ndom,-0.672,0.645,-0.223,2017-06-06 16:12:24.487500
TD6,sx,ndom,-0.551,0.543,-0.148,2017-06-06 16:12:24.500000
TD6,sx,ndom,-0.383,0.457,0.004,2017-06-06 16:12:24.512500
TD6,sx,ndom,-0.223,0.445,0.188,2017-06-06 16:12:24.525000
TD6,sx,ndom,-0.184,0.48,0.395,2017-06-06 16:12:24.537500
TD6,sx,ndom,-0.34,0.527,0.492,2017-06-06 16:12:24.550000
TD6,sx,ndom,-0.641,0.523,0.371,2017-06-06 16:12:24.562500
TD6,sx,ndom,-0.973,0.434,0.109,2017-06-06 16:12:24.575000
TD6,sx,ndom,-1.133,0.277,-0.086,2017-06-06 16:12:24.587500
