id,hand,session,Accelerometer X,Accelerometer Y,Accelerometer Z,datetime
UCP7,dx,dom,0.281,0.477,-0.875,2017-01-19 15:32:00.000000
UCP7,dx,dom,0.285,0.465,-0.887,2017-01-19 15:32:00.012500
UCP7,dx,dom,0.285,0.461,-0.891,2017-01-19 15:32:00.025000
UCP7,dx,dom,0.289,0.465,-0.887,2017-01-19 15:32:00.037500
UCP7,dx,dom,0.285,0.461,-0.887,2017-01-19 15:32:00.050000
UCP7,dx,dom,0.273,0.453,-0.891,2017-01-19 15:32:00.062500
UCP7,dx,dom,0.266,0.449,-0.883,2017-01-19 15:32:00.075000
UCP7,dx,dom,0.262,0.445,-0.887,2017-01-19 15:32:00.087500
UCP7,dx,dom,0.262,0.438,-0.883,2017-01-19 15:32:00.100000
UCP7,dx,dom,0.258,0.449,-0.875,2017-01-19 15:32:00.112500
UCP7,dx,dom,0.258,0.461,-0.879,2017-01-19 15:32:00.125000
UCP7,dx,dom,0.254,0.449,-0.895,2017-01-19 15:32:00.137500
UCP7,dx,dom,0.254,0.457,-0.875,2017-01-19 15:32:00.150000
UCP7,dx,dom,0.262,0.477,-0.859,2017-01-19 15:32:00.162500
UCP7,dx,dom,0.262,0.484,-0.848,2017-01-19 15:32:00.175000
UCP7,dx,dom,0.262,0.48,-0.871,2017-01-19 15:32:00.187500
UCP7,dx,dom,0.266,0.508,-0.855,2017-01-19 15:32:00.200000
UCP7,dx,dom,0.285,0.512,-0.855,2017-01-19 15:32:00.212500
UCP7,dx,dom,0.301,0.508,-0.859,2017-01-19 15:32:00.225000
UCP7,dx,dom,0.309,0.496,-0.871,2017-01-19 15:32:00.237500
UCP7,dx,dom,0.305,0.488,-0.867,2017-01-19 15:32:00.250000
UCP7,dx,dom,0.297,0.488,-0.871,2017-01-19 15:32:00.262500
UCP7,dx,dom,0.305,0.492,-0.867,2017-01-19 15:32:00.275000
UCP7,dx,dom,0.313,0.5,-0.859,2017-01-19 15:32:00.287500
UCP7,dx,dom,0.316,0.5,-0.852,2017-01-19 15:32:00.300000
UCP7,dx,dom,0.32,0.488,-0.848,2017-01-19 15:32:00.312500
UCP7,dx,dom,0.32,0.484,-0.855,2017-01-19 15:32:00.325000
UCP7,dx,dom,0.313,0.48,-0.863,2017-01-19 15:32:00.337500
UCP7,dx,dom,0.313,0.477,-0.863,2017-01-19 15:32:00.350000
UCP7,dx,dom,0.305,0.477,-0.867,2017-01-19 15:32:00.362500
UCP7,dx,dom,0.297,0.473,-0.871,2017-01-19 15:32:00.375000
UCP7,dx,dom,0.297,0.457,-0.859,2017-01-19 15:32:00.387500
UCP7,dx,dom,0.301,0.453,-0.859,2017-01-19 15:32:00.400000
UCP7,dx,dom,0.305,0.469,-0.863,2017-01-19 15:32:00.412500
UCP7,dx,dom,0.336,0.484,-0.852,2017-01-19 15:32:00.425000
UCP7,dx,dom,0.363,0.496,-0.832,2017-01-19 15:32:00.437500
UCP7,dx,dom,0.363,0.504,-0.828,2017-01-19 15:32:00.450000
UCP7,dx,dom,0.336,0.488,-0.824,2017-01-19 15:32:00.462500
UCP7,dx,dom,0.336,0.473,-0.863,2017-01-19 15:32:00.475000
UCP7,dx,dom,0.328,0.477,-0.832,2017-01-19 15:32:00.487500
UCP7,dx,dom,0.336,0.465,-0.848,2017-01-19 15:32:00.500000
UCP7,dx,dom,0.348,0.461,-0.844,2017-01-19 15:32:00.512500
UCP7,dx,dom,0.355,0.473,-0.836,2017-01-19 15:32:00.525000
UCP7,dx,dom,0.379,0.492,-0.828,2017-01-19 15:32:00.537500
UCP7,dx,dom,0.395,0.527,-0.813,2017-01-19 15:32:00.550000
UCP7,dx,dom,0.402,0.543,-0.809,2017-01-19 15:32:00.562500
UCP7,dx,dom,0.379,0.535,-0.828,2017-01-19 15:32:00.575000
UCP7,dx,dom,0.367,0.531,-0.813,2017-01-19 15:32:00.587500
UCP7,dx,dom,0.379,0.559,-0.762,2017-01-19 15:32:00.600000
UCP7,dx,dom,0.402,0.594,-0.703,2017-01-19 15:32:00.612500
UCP7,dx,dom,0.387,0.613,-0.676,2017-01-19 15:32:00.625000
UCP7,dx,dom,0.387,0.57,-0.77,2017-01-19 15:32:00.637500
UCP7,dx,dom,0.414,0.527,-0.816,2017-01-19 15:32:00.650000
UCP7,dx,dom,0.453,0.555,-0.789,2017-01-19 15:32:00.662500
UCP7,dx,dom,0.473,0.594,-0.734,2017-01-19 15:32:00.675000
UCP7,dx,dom,0.457,0.574,-0.715,2017-01-19 15:32:00.687500
UCP7,dx,dom,0.449,0.508,-0.727,2017-01-19 15:32:00.700000
UCP7,dx,dom,0.48,0.453,-0.742,2017-01-19 15:32:00.712500
UCP7,dx,dom,0.508,0.445,-0.73,2017-01-19 15:32:00.725000
UCP7,dx,dom,0.5,0.465,-0.715,2017-01-19 15:32:00.737500
UCP7,dx,dom,0.484,0.477,-0.711,2017-01-19 15:32:00.750000
UCP7,dx,dom,0.488,0.469,-0.727,2017-01-19 15:32:00.762500
UCP7,dx,dom,0.5,0.48,-0.742,2017-01-19 15:32:00.775000
UCP7,dx,dom,0.512,0.5,-0.75,2017-01-19 15:32:00.787500
UCP7,dx,dom,0.508,0.516,-0.75,2017-01-19 15:32:00.800000
UCP7,dx,dom,0.496,0.504,-0.777,2017-01-19 15:32:00.812500
UCP7,dx,dom,0.488,0.48,-0.777,2017-01-19 15:32:00.825000
UCP7,dx,dom,0.488,0.469,-0.762,2017-01-19 15:32:00.837500
UCP7,dx,dom,0.508,0.488,-0.727,2017-01-19 15:32:00.850000
UCP7,dx,dom,0.508,0.523,-0.691,2017-01-19 15:32:00.862500
UCP7,dx,dom,0.496,0.566,-0.688,2017-01-19 15:32:00.875000
UCP7,dx,dom,0.48,0.598,-0.707,2017-01-19 15:32:00.887500
UCP7,dx,dom,0.461,0.621,-0.742,2017-01-19 15:32:00.900000
UCP7,dx,dom,0.48,0.656,-0.777,2017-01-19 15:32:00.912500
UCP7,dx,dom,0.465,0.691,-0.758,2017-01-19 15:32:00.925000
UCP7,dx,dom,0.48,0.672,-0.773,2017-01-19 15:32:00.937500
UCP7,dx,dom,0.492,0.605,-0.75,2017-01-19 15:32:00.950000
UCP7,dx,dom,0.488,0.535,-0.746,2017-01-19 15:32:00.962500
UCP7,dx,dom,0.469,0.5,-0.73,2017-01-19 15:32:00.975000
UCP7,dx,dom,0.449,0.477,-0.727,2017-01-19 15:32:00.987500
UCP7,dx,dom,0.434,0.488,-0.703,2017-01-19 15:32:01.000000
UCP7,dx,dom,0.418,0.496,-0.723,2017-01-19 15:32:01.012500
UCP7,dx,dom,0.422,0.516,-0.734,2017-01-19 15:32:01.025000
UCP7,dx,dom,0.434,0.535,-0.734,2017-01-19 15:32:01.037500
UCP7,dx,dom,0.449,0.547,-0.734,2017-01-19 15:32:01.050000
UCP7,dx,dom,0.473,0.543,-0.734,2017-01-19 15:32:01.062500
UCP7,dx,dom,0.496,0.531,-0.734,2017-01-19 15:32:01.075000
UCP7,dx,dom,0.512,0.52,-0.734,2017-01-19 15:32:01.087500
UCP7,dx,dom,0.512,0.512,-0.742,2017-01-19 15:32:01.100000
UCP7,dx,dom,0.516,0.508,-0.73,2017-01-19 15:32:01.112500
UCP7,dx,dom,0.504,0.52,-0.734,2017-01-19 15:32:01.125000
UCP7,dx,dom,0.48,0.527,-0.742,2017-01-19 15:32:01.137500
UCP7,dx,dom,0.461,0.531,-0.75,2017-01-19 15:32:01.150000
UCP7,dx,dom,0.445,0.527,-0.766,2017-01-19 15:32:01.162500
UCP7,dx,dom,0.449,0.535,-0.75,2017-01-19 15:32:01.175000
UCP7,dx,dom,0.449,0.559,-0.754,2017-01-19 15:32:01.187500
UCP7,dx,dom,0.457,0.547,-0.758,2017-01-19 15:32:01.200000
UCP7,dx,dom,0.477,0.539,-0.734,2017-01-19 15:32:01.212500
UCP7,dx,dom,0.477,0.535,-0.723,2017-01-19 15:32:01.225000
UCP7,dx,dom,0.465,0.523,-0.727,2017-01-19 15:32:01.237500
UCP7,dx,dom,0.457,0.5,-0.734,2017-01-19 15:32:01.250000
UCP7,dx,dom,0.477,0.492,-0.75,2017-01-19 15:32:01.262500
UCP7,dx,dom,0.5,0.496,-0.734,2017-01-19 15:32:01.275000
UCP7,dx,dom,0.504,0.504,-0.73,2017-01-19 15:32:01.287500
UCP7,dx,dom,0.496,0.496,-0.727,2017-01-19 15:32:01.300000
UCP7,dx,dom,0.477,0.488,-0.73,2017-01-19 15:32:01.312500
UCP7,dx,dom,0.449,0.484,-0.738,2017-01-19 15:32:01.325000
UCP7,dx,dom,0.461,0.527,-0.742,2017-01-19 15:32:01.337500
UCP7,dx,dom,0.477,0.578,-0.723,2017-01-19 15:32:01.350000
UCP7,dx,dom,0.484,0.621,-0.715,2017-01-19 15:32:01.362500
UCP7,dx,dom,0.477,0.652,-0.719,2017-01-19 15:32:01.375000
UCP7,dx,dom,0.465,0.652,-0.711,2017-01-19 15:32:01.387500
UCP7,dx,dom,0.465,0.633,-0.707,2017-01-19 15:32:01.400000
UCP7,dx,dom,0.461,0.621,-0.703,2017-01-19 15:32:01.412500
UCP7,dx,dom,0.477,0.594,-0.703,2017-01-19 15:32:01.425000
UCP7,dx,dom,0.496,0.574,-0.699,2017-01-19 15:32:01.437500
UCP7,dx,dom,0.504,0.559,-0.703,2017-01-19 15:32:01.450000
UCP7,dx,dom,0.504,0.531,-0.699,2017-01-19 15:32:01.462500
UCP7,dx,dom,0.516,0.52,-0.695,2017-01-19 15:32:01.475000
UCP7,dx,dom,0.52,0.512,-0.684,2017-01-19 15:32:01.487500
UCP7,dx,dom,0.539,0.531,-0.688,2017-01-19 15:32:01.500000
UCP7,dx,dom,0.551,0.547,-0.676,2017-01-19 15:32:01.512500
UCP7,dx,dom,0.543,0.559,-0.676,2017-01-19 15:32:01.525000
UCP7,dx,dom,0.523,0.547,-0.664,2017-01-19 15:32:01.537500
UCP7,dx,dom,0.523,0.531,-0.656,2017-01-19 15:32:01.550000
UCP7,dx,dom,0.531,0.543,-0.641,2017-01-19 15:32:01.562500
UCP7,dx,dom,0.535,0.559,-0.656,2017-01-19 15:32:01.575000
UCP7,dx,dom,0.531,0.555,-0.676,2017-01-19 15:32:01.587500
UCP7,dx,dom,0.527,0.535,-0.699,2017-01-19 15:32:01.600000
UCP7,dx,dom,0.531,0.52,-0.703,2017-01-19 15:32:01.612500
UCP7,dx,dom,0.523,0.508,-0.695,2017-01-19 15:32:01.625000
UCP7,dx,dom,0.531,0.512,-0.676,2017-01-19 15:32:01.637500
UCP7,dx,dom,0.539,0.535,-0.656,2017-01-19 15:32:01.650000
UCP7,dx,dom,0.551,0.559,-0.645,2017-01-19 15:32:01.662500
UCP7,dx,dom,0.555,0.574,-0.648,2017-01-19 15:32:01.675000
UCP7,dx,dom,0.555,0.57,-0.645,2017-01-19 15:32:01.687500
UCP7,dx,dom,0.535,0.559,-0.621,2017-01-19 15:32:01.700000
UCP7,dx,dom,0.527,0.57,-0.582,2017-01-19 15:32:01.712500
UCP7,dx,dom,0.531,0.605,-0.551,2017-01-19 15:32:01.725000
UCP7,dx,dom,0.543,0.664,-0.539,2017-01-19 15:32:01.737500
UCP7,dx,dom,0.543,0.695,-0.535,2017-01-19 15:32:01.750000
UCP7,dx,dom,0.539,0.695,-0.543,2017-01-19 15:32:01.762500
UCP7,dx,dom,0.523,0.691,-0.555,2017-01-19 15:32:01.775000
UCP7,dx,dom,0.523,0.719,-0.566,2017-01-19 15:32:01.787500
UCP7,dx,dom,0.547,0.758,-0.559,2017-01-19 15:32:01.800000
UCP7,dx,dom,0.578,0.77,-0.586,2017-01-19 15:32:01.812500
UCP7,dx,dom,0.582,0.75,-0.566,2017-01-19 15:32:01.825000
UCP7,dx,dom,0.563,0.703,-0.57,2017-01-19 15:32:01.837500
UCP7,dx,dom,0.543,0.641,-0.598,2017-01-19 15:32:01.850000
UCP7,dx,dom,0.531,0.594,-0.594,2017-01-19 15:32:01.862500
UCP7,dx,dom,0.547,0.582,-0.598,2017-01-19 15:32:01.875000
UCP7,dx,dom,0.551,0.582,-0.586,2017-01-19 15:32:01.887500
UCP7,dx,dom,0.551,0.594,-0.594,2017-01-19 15:32:01.900000
UCP7,dx,dom,0.551,0.609,-0.598,2017-01-19 15:32:01.912500
UCP7,dx,dom,0.547,0.617,-0.586,2017-01-19 15:32:01.925000
UCP7,dx,dom,0.547,0.625,-0.598,2017-01-19 15:32:01.937500
UCP7,dx,dom,0.551,0.633,-0.598,2017-01-19 15:32:01.950000
UCP7,dx,dom,0.559,0.625,-0.598,2017-01-19 15:32:01.962500
UCP7,dx,dom,0.559,0.625,-0.594,2017-01-19 15:32:01.975000
UCP7,dx,dom,0.559,0.617,-0.598,2017-01-19 15:32:01.987500
UCP7,dx,dom,0.555,0.625,-0.582,2017-01-19 15:32:02.000000
UCP7,dx,dom,0.535,0.613,-0.594,2017-01-19 15:32:02.012500
UCP7,dx,dom,0.547,0.602,-0.617,2017-01-19 15:32:02.025000
UCP7,dx,dom,0.547,0.602,-0.621,2017-01-19 15:32:02.037500
UCP7,dx,dom,0.531,0.594,-0.613,2017-01-19 15:32:02.050000
UCP7,dx,dom,0.527,0.598,-0.617,2017-01-19 15:32:02.062500
UCP7,dx,dom,0.527,0.602,-0.617,2017-01-19 15:32:02.075000
UCP7,dx,dom,0.547,0.605,-0.621,2017-01-19 15:32:02.087500
UCP7,dx,dom,0.555,0.609,-0.621,2017-01-19 15:32:02.100000
UCP7,dx,dom,0.551,0.609,-0.625,2017-01-19 15:32:02.112500
UCP7,dx,dom,0.535,0.609,-0.617,2017-01-19 15:32:02.125000
UCP7,dx,dom,0.531,0.605,-0.609,2017-01-19 15:32:02.137500
UCP7,dx,dom,0.531,0.598,-0.613,2017-01-19 15:32:02.150000
UCP7,dx,dom,0.547,0.598,-0.613,2017-01-19 15:32:02.162500
UCP7,dx,dom,0.555,0.598,-0.613,2017-01-19 15:32:02.175000
UCP7,dx,dom,0.57,0.602,-0.617,2017-01-19 15:32:02.187500
UCP7,dx,dom,0.582,0.605,-0.617,2017-01-19 15:32:02.200000
UCP7,dx,dom,0.57,0.609,-0.621,2017-01-19 15:32:02.212500
UCP7,dx,dom,0.543,0.605,-0.629,2017-01-19 15:32:02.225000
UCP7,dx,dom,0.508,0.594,-0.641,2017-01-19 15:32:02.237500
UCP7,dx,dom,0.516,0.582,-0.652,2017-01-19 15:32:02.250000
UCP7,dx,dom,0.563,0.586,-0.613,2017-01-19 15:32:02.262500
UCP7,dx,dom,0.578,0.602,-0.578,2017-01-19 15:32:02.275000
UCP7,dx,dom,0.543,0.633,-0.566,2017-01-19 15:32:02.287500
UCP7,dx,dom,0.504,0.656,-0.578,2017-01-19 15:32:02.300000
UCP7,dx,dom,0.508,0.672,-0.59,2017-01-19 15:32:02.312500
UCP7,dx,dom,0.555,0.672,-0.574,2017-01-19 15:32:02.325000
UCP7,dx,dom,0.59,0.664,-0.578,2017-01-19 15:32:02.337500
UCP7,dx,dom,0.594,0.641,-0.594,2017-01-19 15:32:02.350000
UCP7,dx,dom,0.582,0.605,-0.617,2017-01-19 15:32:02.362500
UCP7,dx,dom,0.563,0.57,-0.633,2017-01-19 15:32:02.375000
UCP7,dx,dom,0.559,0.547,-0.637,2017-01-19 15:32:02.387500
UCP7,dx,dom,0.566,0.543,-0.613,2017-01-19 15:32:02.400000
UCP7,dx,dom,0.578,0.555,-0.594,2017-01-19 15:32:02.412500
UCP7,dx,dom,0.586,0.586,-0.59,2017-01-19 15:32:02.425000
UCP7,dx,dom,0.574,0.598,-0.578,2017-01-19 15:32:02.437500
UCP7,dx,dom,0.563,0.613,-0.582,2017-01-19 15:32:02.450000
UCP7,dx,dom,0.559,0.633,-0.582,2017-01-19 15:32:02.462500
UCP7,dx,dom,0.578,0.656,-0.574,2017-01-19 15:32:02.475000
UCP7,dx,dom,0.602,0.672,-0.566,2017-01-19 15:32:02.487500
UCP7,dx,dom,0.625,0.668,-0.559,2017-01-19 15:32:02.500000
UCP7,dx,dom,0.625,0.625,-0.566,2017-01-19 15:32:02.512500
UCP7,dx,dom,0.605,0.586,-0.555,2017-01-19 15:32:02.525000
UCP7,dx,dom,0.555,0.555,-0.543,2017-01-19 15:32:02.537500
UCP7,dx,dom,0.504,0.523,-0.531,2017-01-19 15:32:02.550000
UCP7,dx,dom,0.5,0.496,-0.555,2017-01-19 15:32:02.562500
UCP7,dx,dom,0.512,0.512,-0.574,2017-01-19 15:32:02.575000
UCP7,dx,dom,0.547,0.551,-0.582,2017-01-19 15:32:02.587500
UCP7,dx,dom,0.57,0.602,-0.574,2017-01-19 15:32:02.600000
UCP7,dx,dom,0.602,0.641,-0.551,2017-01-19 15:32:02.612500
UCP7,dx,dom,0.605,0.676,-0.523,2017-01-19 15:32:02.625000
UCP7,dx,dom,0.594,0.703,-0.516,2017-01-19 15:32:02.637500
UCP7,dx,dom,0.578,0.707,-0.523,2017-01-19 15:32:02.650000
UCP7,dx,dom,0.582,0.699,-0.539,2017-01-19 15:32:02.662500
UCP7,dx,dom,0.602,0.699,-0.543,2017-01-19 15:32:02.675000
UCP7,dx,dom,0.633,0.695,-0.527,2017-01-19 15:32:02.687500
UCP7,dx,dom,0.629,0.664,-0.523,2017-01-19 15:32:02.700000
UCP7,dx,dom,0.605,0.625,-0.535,2017-01-19 15:32:02.712500
UCP7,dx,dom,0.582,0.59,-0.547,2017-01-19 15:32:02.725000
UCP7,dx,dom,0.582,0.578,-0.563,2017-01-19 15:32:02.737500
UCP7,dx,dom,0.594,0.586,-0.559,2017-01-19 15:32:02.750000
UCP7,dx,dom,0.609,0.594,-0.547,2017-01-19 15:32:02.762500
UCP7,dx,dom,0.605,0.598,-0.539,2017-01-19 15:32:02.775000
UCP7,dx,dom,0.594,0.605,-0.543,2017-01-19 15:32:02.787500
UCP7,dx,dom,0.617,0.609,-0.555,2017-01-19 15:32:02.800000
UCP7,dx,dom,0.617,0.621,-0.523,2017-01-19 15:32:02.812500
UCP7,dx,dom,0.613,0.625,-0.543,2017-01-19 15:32:02.825000
UCP7,dx,dom,0.617,0.637,-0.547,2017-01-19 15:32:02.837500
UCP7,dx,dom,0.605,0.645,-0.531,2017-01-19 15:32:02.850000
UCP7,dx,dom,0.598,0.652,-0.539,2017-01-19 15:32:02.862500
UCP7,dx,dom,0.578,0.664,-0.539,2017-01-19 15:32:02.875000
UCP7,dx,dom,0.586,0.668,-0.551,2017-01-19 15:32:02.887500
UCP7,dx,dom,0.594,0.664,-0.543,2017-01-19 15:32:02.900000
UCP7,dx,dom,0.59,0.664,-0.551,2017-01-19 15:32:02.912500
UCP7,dx,dom,0.586,0.66,-0.559,2017-01-19 15:32:02.925000
UCP7,dx,dom,0.578,0.656,-0.547,2017-01-19 15:32:02.937500
UCP7,dx,dom,0.586,0.648,-0.555,2017-01-19 15:32:02.950000
UCP7,dx,dom,0.59,0.645,-0.551,2017-01-19 15:32:02.962500
UCP7,dx,dom,0.594,0.621,-0.559,2017-01-19 15:32:02.975000
UCP7,dx,dom,0.586,0.598,-0.559,2017-01-19 15:32:02.987500
UCP7,dx,dom,0.566,0.582,-0.531,2017-01-19 15:32:03.000000
UCP7,dx,dom,0.539,0.566,-0.543,2017-01-19 15:32:03.012500
UCP7,dx,dom,0.535,0.566,-0.539,2017-01-19 15:32:03.025000
UCP7,dx,dom,0.559,0.578,-0.543,2017-01-19 15:32:03.037500
UCP7,dx,dom,0.594,0.605,-0.547,2017-01-19 15:32:03.050000
UCP7,dx,dom,0.629,0.629,-0.551,2017-01-19 15:32:03.062500
UCP7,dx,dom,0.645,0.645,-0.543,2017-01-19 15:32:03.075000
UCP7,dx,dom,0.625,0.656,-0.551,2017-01-19 15:32:03.087500
UCP7,dx,dom,0.594,0.652,-0.559,2017-01-19 15:32:03.100000
UCP7,dx,dom,0.57,0.637,-0.559,2017-01-19 15:32:03.112500
UCP7,dx,dom,0.559,0.629,-0.543,2017-01-19 15:32:03.125000
UCP7,dx,dom,0.563,0.621,-0.531,2017-01-19 15:32:03.137500
UCP7,dx,dom,0.578,0.613,-0.539,2017-01-19 15:32:03.150000
UCP7,dx,dom,0.594,0.598,-0.543,2017-01-19 15:32:03.162500
UCP7,dx,dom,0.609,0.59,-0.543,2017-01-19 15:32:03.175000
UCP7,dx,dom,0.605,0.594,-0.539,2017-01-19 15:32:03.187500
UCP7,dx,dom,0.598,0.609,-0.539,2017-01-19 15:32:03.200000
UCP7,dx,dom,0.609,0.621,-0.539,2017-01-19 15:32:03.212500
UCP7,dx,dom,0.617,0.621,-0.547,2017-01-19 15:32:03.225000
UCP7,dx,dom,0.605,0.621,-0.551,2017-01-19 15:32:03.237500
UCP7,dx,dom,0.605,0.621,-0.559,2017-01-19 15:32:03.250000
UCP7,dx,dom,0.609,0.625,-0.539,2017-01-19 15:32:03.262500
UCP7,dx,dom,0.598,0.625,-0.531,2017-01-19 15:32:03.275000
UCP7,dx,dom,0.582,0.633,-0.531,2017-01-19 15:32:03.287500
UCP7,dx,dom,0.566,0.633,-0.535,2017-01-19 15:32:03.300000
UCP7,dx,dom,0.574,0.629,-0.539,2017-01-19 15:32:03.312500
UCP7,dx,dom,0.586,0.637,-0.527,2017-01-19 15:32:03.325000
UCP7,dx,dom,0.598,0.648,-0.512,2017-01-19 15:32:03.337500
UCP7,dx,dom,0.609,0.656,-0.508,2017-01-19 15:32:03.350000
UCP7,dx,dom,0.621,0.656,-0.512,2017-01-19 15:32:03.362500
UCP7,dx,dom,0.621,0.66,-0.516,2017-01-19 15:32:03.375000
UCP7,dx,dom,0.621,0.645,-0.52,2017-01-19 15:32:03.387500
UCP7,dx,dom,0.617,0.633,-0.523,2017-01-19 15:32:03.400000
UCP7,dx,dom,0.605,0.617,-0.539,2017-01-19 15:32:03.412500
UCP7,dx,dom,0.605,0.598,-0.547,2017-01-19 15:32:03.425000
UCP7,dx,dom,0.609,0.586,-0.531,2017-01-19 15:32:03.437500
UCP7,dx,dom,0.594,0.57,-0.5,2017-01-19 15:32:03.450000
UCP7,dx,dom,0.582,0.555,-0.492,2017-01-19 15:32:03.462500
UCP7,dx,dom,0.578,0.543,-0.516,2017-01-19 15:32:03.475000
UCP7,dx,dom,0.598,0.543,-0.531,2017-01-19 15:32:03.487500
UCP7,dx,dom,0.645,0.563,-0.539,2017-01-19 15:32:03.500000
UCP7,dx,dom,0.672,0.57,-0.52,2017-01-19 15:32:03.512500
UCP7,dx,dom,0.664,0.559,-0.543,2017-01-19 15:32:03.525000
UCP7,dx,dom,0.66,0.547,-0.52,2017-01-19 15:32:03.537500
UCP7,dx,dom,0.645,0.57,-0.477,2017-01-19 15:32:03.550000
UCP7,dx,dom,0.641,0.609,-0.445,2017-01-19 15:32:03.562500
UCP7,dx,dom,0.617,0.637,-0.426,2017-01-19 15:32:03.575000
UCP7,dx,dom,0.586,0.656,-0.43,2017-01-19 15:32:03.587500
UCP7,dx,dom,0.563,0.68,-0.434,2017-01-19 15:32:03.600000
UCP7,dx,dom,0.574,0.73,-0.418,2017-01-19 15:32:03.612500
UCP7,dx,dom,0.625,0.793,-0.41,2017-01-19 15:32:03.625000
UCP7,dx,dom,0.691,0.816,-0.41,2017-01-19 15:32:03.637500
UCP7,dx,dom,0.723,0.797,-0.395,2017-01-19 15:32:03.650000
UCP7,dx,dom,0.711,0.738,-0.402,2017-01-19 15:32:03.662500
UCP7,dx,dom,0.68,0.684,-0.402,2017-01-19 15:32:03.675000
UCP7,dx,dom,0.664,0.66,-0.402,2017-01-19 15:32:03.687500
UCP7,dx,dom,0.688,0.66,-0.395,2017-01-19 15:32:03.700000
UCP7,dx,dom,0.703,0.656,-0.391,2017-01-19 15:32:03.712500
UCP7,dx,dom,0.711,0.629,-0.426,2017-01-19 15:32:03.725000
UCP7,dx,dom,0.703,0.578,-0.473,2017-01-19 15:32:03.737500
UCP7,dx,dom,0.664,0.539,-0.496,2017-01-19 15:32:03.750000
UCP7,dx,dom,0.637,0.512,-0.496,2017-01-19 15:32:03.762500
UCP7,dx,dom,0.637,0.52,-0.484,2017-01-19 15:32:03.775000
UCP7,dx,dom,0.66,0.551,-0.465,2017-01-19 15:32:03.787500
UCP7,dx,dom,0.68,0.594,-0.441,2017-01-19 15:32:03.800000
UCP7,dx,dom,0.688,0.625,-0.438,2017-01-19 15:32:03.812500
UCP7,dx,dom,0.676,0.645,-0.438,2017-01-19 15:32:03.825000
UCP7,dx,dom,0.648,0.641,-0.457,2017-01-19 15:32:03.837500
UCP7,dx,dom,0.633,0.637,-0.469,2017-01-19 15:32:03.850000
UCP7,dx,dom,0.645,0.641,-0.465,2017-01-19 15:32:03.862500
UCP7,dx,dom,0.664,0.641,-0.457,2017-01-19 15:32:03.875000
UCP7,dx,dom,0.676,0.633,-0.445,2017-01-19 15:32:03.887500
UCP7,dx,dom,0.668,0.629,-0.449,2017-01-19 15:32:03.900000
UCP7,dx,dom,0.66,0.621,-0.457,2017-01-19 15:32:03.912500
UCP7,dx,dom,0.668,0.621,-0.453,2017-01-19 15:32:03.925000
UCP7,dx,dom,0.676,0.625,-0.449,2017-01-19 15:32:03.937500
UCP7,dx,dom,0.684,0.621,-0.441,2017-01-19 15:32:03.950000
UCP7,dx,dom,0.672,0.621,-0.449,2017-01-19 15:32:03.962500
UCP7,dx,dom,0.664,0.613,-0.461,2017-01-19 15:32:03.975000
UCP7,dx,dom,0.648,0.609,-0.469,2017-01-19 15:32:03.987500
UCP7,dx,dom,0.637,0.617,-0.457,2017-01-19 15:32:04.000000
UCP7,dx,dom,0.625,0.605,-0.469,2017-01-19 15:32:04.012500
UCP7,dx,dom,0.637,0.609,-0.48,2017-01-19 15:32:04.025000
UCP7,dx,dom,0.652,0.613,-0.48,2017-01-19 15:32:04.037500
UCP7,dx,dom,0.652,0.625,-0.473,2017-01-19 15:32:04.050000
UCP7,dx,dom,0.645,0.625,-0.469,2017-01-19 15:32:04.062500
UCP7,dx,dom,0.633,0.621,-0.473,2017-01-19 15:32:04.075000
UCP7,dx,dom,0.625,0.629,-0.473,2017-01-19 15:32:04.087500
UCP7,dx,dom,0.637,0.633,-0.465,2017-01-19 15:32:04.100000
UCP7,dx,dom,0.652,0.641,-0.469,2017-01-19 15:32:04.112500
UCP7,dx,dom,0.66,0.637,-0.465,2017-01-19 15:32:04.125000
UCP7,dx,dom,0.668,0.621,-0.469,2017-01-19 15:32:04.137500
UCP7,dx,dom,0.664,0.609,-0.469,2017-01-19 15:32:04.150000
UCP7,dx,dom,0.648,0.602,-0.473,2017-01-19 15:32:04.162500
UCP7,dx,dom,0.648,0.59,-0.473,2017-01-19 15:32:04.175000
UCP7,dx,dom,0.648,0.586,-0.469,2017-01-19 15:32:04.187500
UCP7,dx,dom,0.652,0.594,-0.469,2017-01-19 15:32:04.200000
UCP7,dx,dom,0.648,0.605,-0.457,2017-01-19 15:32:04.212500
UCP7,dx,dom,0.648,0.621,-0.453,2017-01-19 15:32:04.225000
UCP7,dx,dom,0.648,0.629,-0.445,2017-01-19 15:32:04.237500
UCP7,dx,dom,0.656,0.637,-0.434,2017-01-19 15:32:04.250000
UCP7,dx,dom,0.668,0.641,-0.426,2017-01-19 15:32:04.262500
UCP7,dx,dom,0.672,0.633,-0.422,2017-01-19 15:32:04.275000
UCP7,dx,dom,0.699,0.617,-0.43,2017-01-19 15:32:04.287500
UCP7,dx,dom,0.723,0.609,-0.438,2017-01-19 15:32:04.300000
UCP7,dx,dom,0.758,0.605,-0.438,2017-01-19 15:32:04.312500
UCP7,dx,dom,0.754,0.605,-0.441,2017-01-19 15:32:04.325000
UCP7,dx,dom,0.715,0.582,-0.445,2017-01-19 15:32:04.337500
UCP7,dx,dom,0.676,0.551,-0.449,2017-01-19 15:32:04.350000
