Axis1,Axis2,Axis3,hand,session,datetime,id
0,0,0,sx,dom,2017-06-16 11:21:21,TD8
0,0,0,sx,dom,2017-06-16 11:21:22,TD8
0,0,0,sx,dom,2017-06-16 11:21:23,TD8
0,0,0,sx,dom,2017-06-16 11:21:24,TD8
0,0,0,sx,dom,2017-06-16 11:21:25,TD8
0,0,0,sx,dom,2017-06-16 11:21:26,TD8
0,5,0,sx,dom,2017-06-16 11:21:27,TD8
0,2,0,sx,dom,2017-06-16 11:21:28,TD8
0,5,0,sx,dom,2017-06-16 11:21:29,TD8
0,0,0,sx,dom,2017-06-16 11:21:30,TD8
0,2,0,sx,dom,2017-06-16 11:21:31,TD8
0,0,0,sx,dom,2017-06-16 11:21:32,TD8
0,0,0,sx,dom,2017-06-16 11:21:33,TD8
0,0,0,sx,dom,2017-06-16 11:21:34,TD8
0,0,0,sx,dom,2017-06-16 11:21:35,TD8
0,0,0,sx,dom,2017-06-16 11:21:36,TD8
0,7,0,sx,dom,2017-06-16 11:21:37,TD8
0,0,0,sx,dom,2017-06-16 11:21:38,TD8
0,0,0,sx,dom,2017-06-16 11:21:39,TD8
0,0,0,sx,dom,2017-06-16 11:21:40,TD8
0,0,0,sx,dom,2017-06-16 11:21:41,TD8
0,0,0,sx,dom,2017-06-16 11:21:42,TD8
0,0,0,sx,dom,2017-06-16 11:21:43,TD8
0,10,0,sx,dom,2017-06-16 11:21:44,TD8
0,21,4,sx,dom,2017-06-16 11:21:45,TD8
0,6,0,sx,dom,2017-06-16 11:21:46,TD8
0,0,0,sx,dom,2017-06-16 11:21:47,TD8
0,2,0,sx,dom,2017-06-16 11:21:48,TD8
0,0,0,sx,dom,2017-06-16 11:21:49,TD8
0,0,0,sx,dom,2017-06-16 11:21:50,TD8
0,0,0,sx,dom,2017-06-16 11:21:51,TD8
0,0,0,sx,dom,2017-06-16 11:21:52,TD8
0,0,0,sx,dom,2017-06-16 11:21:53,TD8
0,0,0,sx,dom,2017-06-16 11:21:54,TD8
0,8,0,sx,dom,2017-06-16 11:21:55,TD8
82,145,121,dx,dom,2017-06-16 11:20:55,TD8
172,34,109,dx,dom,2017-06-16 11:20:56,TD8
117,53,71,dx,dom,2017-06-16 11:20:57,TD8
139,54,141,dx,dom,2017-06-16 11:20:58,TD8
100,41,116,dx,dom,2017-06-16 11:20:59,TD8
143,40,115,dx,dom,2017-06-16 11:21:00,TD8
85,70,82,dx,dom,2017-06-16 11:21:01,TD8
109,42,127,dx,dom,2017-06-16 11:21:02,TD8
90,66,127,dx,dom,2017-06-16 11:21:03,TD8
127,69,79,dx,dom,2017-06-16 11:21:04,TD8
117,94,107,dx,dom,2017-06-16 11:21:05,TD8
110,137,94,dx,dom,2017-06-16 11:21:06,TD8
90,60,110,dx,dom,2017-06-16 11:21:07,TD8
175,62,115,dx,dom,2017-06-16 11:21:08,TD8
111,34,99,dx,dom,2017-06-16 11:21:09,TD8
127,63,94,dx,dom,2017-06-16 11:21:10,TD8
126,25,87,dx,dom,2017-06-16 11:21:11,TD8
123,35,89,dx,dom,2017-06-16 11:21:12,TD8
67,28,38,dx,dom,2017-06-16 11:21:13,TD8
85,114,59,dx,dom,2017-06-16 11:21:14,TD8
77,82,20,dx,dom,2017-06-16 11:21:15,TD8
161,95,82,dx,dom,2017-06-16 11:21:16,TD8
139,58,77,dx,dom,2017-06-16 11:21:17,TD8
67,70,51,dx,dom,2017-06-16 11:21:18,TD8
72,60,85,dx,dom,2017-06-16 11:21:19,TD8
91,91,80,dx,dom,2017-06-16 11:21:20,TD8
35,64,63,dx,dom,2017-06-16 11:21:21,TD8
74,82,66,dx,dom,2017-06-16 11:21:22,TD8
65,73,88,dx,dom,2017-06-16 11:21:23,TD8
78,73,78,dx,dom,2017-06-16 11:21:24,TD8
77,92,63,dx,dom,2017-06-16 11:21:25,TD8
106,77,26,dx,dom,2017-06-16 11:21:26,TD8
100,59,63,dx,dom,2017-06-16 11:21:27,TD8
89,62,72,dx,dom,2017-06-16 11:21:28,TD8
122,70,63,dx,dom,2017-06-16 11:21:29,TD8
73,68,57,dx,dom,2017-06-16 11:21:30,TD8
92,93,63,dx,dom,2017-06-16 11:21:31,TD8
71,62,80,dx,dom,2017-06-16 11:21:32,TD8
50,85,55,dx,dom,2017-06-16 11:21:33,TD8
50,95,64,dx,dom,2017-06-16 11:21:34,TD8
102,108,70,dx,dom,2017-06-16 11:21:35,TD8
50,70,46,dx,dom,2017-06-16 11:21:36,TD8
58,91,58,dx,dom,2017-06-16 11:21:37,TD8
80,58,72,dx,dom,2017-06-16 11:21:38,TD8
59,52,67,dx,dom,2017-06-16 11:21:39,TD8
127,52,60,dx,dom,2017-06-16 11:21:40,TD8
97,32,76,dx,dom,2017-06-16 11:21:41,TD8
106,92,72,dx,dom,2017-06-16 11:21:42,TD8
136,98,56,dx,dom,2017-06-16 11:21:43,TD8
129,49,112,dx,dom,2017-06-16 11:21:44,TD8
80,97,97,dx,dom,2017-06-16 11:21:45,TD8
97,65,97,dx,dom,2017-06-16 11:21:46,TD8
90,123,67,dx,dom,2017-06-16 11:21:47,TD8
101,34,43,dx,dom,2017-06-16 11:21:48,TD8
82,31,73,dx,dom,2017-06-16 11:21:49,TD8
117,72,73,dx,dom,2017-06-16 11:21:50,TD8
129,85,69,dx,dom,2017-06-16 11:21:51,TD8
127,53,49,dx,dom,2017-06-16 11:21:52,TD8
112,86,75,dx,dom,2017-06-16 11:21:53,TD8
93,134,107,dx,dom,2017-06-16 11:21:54,TD8
283,67,61,dx,dom,2017-06-16 11:21:55,TD8
206,188,94,sx,ndom,2017-06-16 11:23:20,TD8
96,99,49,sx,ndom,2017-06-16 11:23:21,TD8
185,107,73,sx,ndom,2017-06-16 11:23:22,TD8
187,114,89,sx,ndom,2017-06-16 11:23:23,TD8
131,125,123,sx,ndom,2017-06-16 11:23:24,TD8
89,125,61,sx,ndom,2017-06-16 11:23:25,TD8
119,158,131,sx,ndom,2017-06-16 11:23:26,TD8
132,114,122,sx,ndom,2017-06-16 11:23:27,TD8
153,79,51,sx,ndom,2017-06-16 11:23:28,TD8
78,247,98,sx,ndom,2017-06-16 11:23:29,TD8
85,141,33,sx,ndom,2017-06-16 11:23:30,TD8
62,139,42,sx,ndom,2017-06-16 11:23:31,TD8
136,117,49,sx,ndom,2017-06-16 11:23:32,TD8
63,97,82,sx,ndom,2017-06-16 11:23:33,TD8
93,104,63,sx,ndom,2017-06-16 11:23:34,TD8
87,70,67,sx,ndom,2017-06-16 11:23:35,TD8
87,94,35,sx,ndom,2017-06-16 11:23:36,TD8
146,144,55,sx,ndom,2017-06-16 11:23:37,TD8
129,41,26,sx,ndom,2017-06-16 11:23:38,TD8
167,166,20,sx,ndom,2017-06-16 11:23:39,TD8
147,204,67,sx,ndom,2017-06-16 11:23:40,TD8
114,101,21,sx,ndom,2017-06-16 11:23:41,TD8
96,90,56,sx,ndom,2017-06-16 11:23:42,TD8
182,58,27,sx,ndom,2017-06-16 11:23:43,TD8
94,50,56,sx,ndom,2017-06-16 11:23:44,TD8
72,80,42,sx,ndom,2017-06-16 11:23:45,TD8
120,120,91,sx,ndom,2017-06-16 11:23:46,TD8
123,65,44,sx,ndom,2017-06-16 11:23:47,TD8
76,157,56,sx,ndom,2017-06-16 11:23:48,TD8
115,117,57,sx,ndom,2017-06-16 11:23:49,TD8
118,83,59,sx,ndom,2017-06-16 11:23:50,TD8
32,102,17,sx,ndom,2017-06-16 11:23:51,TD8
72,91,46,sx,ndom,2017-06-16 11:23:52,TD8
82,65,61,sx,ndom,2017-06-16 11:23:53,TD8
60,79,57,sx,ndom,2017-06-16 11:23:54,TD8
118,146,51,sx,ndom,2017-06-16 11:23:55,TD8
108,57,70,sx,ndom,2017-06-16 11:23:56,TD8
114,88,38,sx,ndom,2017-06-16 11:23:57,TD8
108,106,46,sx,ndom,2017-06-16 11:23:58,TD8
108,107,55,sx,ndom,2017-06-16 11:23:59,TD8
86,127,32,sx,ndom,2017-06-16 11:24:00,TD8
57,134,38,sx,ndom,2017-06-16 11:24:01,TD8
83,109,53,sx,ndom,2017-06-16 11:24:02,TD8
81,130,82,sx,ndom,2017-06-16 11:24:03,TD8
104,168,41,sx,ndom,2017-06-16 11:24:04,TD8
107,44,19,sx,ndom,2017-06-16 11:24:05,TD8
125,78,54,sx,ndom,2017-06-16 11:24:06,TD8
156,23,46,sx,ndom,2017-06-16 11:24:07,TD8
210,87,59,sx,ndom,2017-06-16 11:24:08,TD8
199,43,58,sx,ndom,2017-06-16 11:24:09,TD8
71,45,20,sx,ndom,2017-06-16 11:24:10,TD8
139,74,70,sx,ndom,2017-06-16 11:24:11,TD8
157,139,48,sx,ndom,2017-06-16 11:24:12,TD8
123,133,49,sx,ndom,2017-06-16 11:24:13,TD8
116,108,47,sx,ndom,2017-06-16 11:24:14,TD8
97,61,39,sx,ndom,2017-06-16 11:24:15,TD8
96,65,24,sx,ndom,2017-06-16 11:24:16,TD8
82,136,74,sx,ndom,2017-06-16 11:24:17,TD8
158,90,116,sx,ndom,2017-06-16 11:24:18,TD8
53,106,93,sx,ndom,2017-06-16 11:24:19,TD8
56,73,63,sx,ndom,2017-06-16 11:24:20,TD8
0,7,0,dx,ndom,2017-06-16 11:23:20,TD8
0,5,6,dx,ndom,2017-06-16 11:23:21,TD8
0,0,5,dx,ndom,2017-06-16 11:23:22,TD8
0,6,11,dx,ndom,2017-06-16 11:23:23,TD8
0,0,0,dx,ndom,2017-06-16 11:23:24,TD8
0,0,0,dx,ndom,2017-06-16 11:23:25,TD8
0,0,0,dx,ndom,2017-06-16 11:23:26,TD8
0,0,0,dx,ndom,2017-06-16 11:23:27,TD8
0,0,0,dx,ndom,2017-06-16 11:23:28,TD8
0,0,0,dx,ndom,2017-06-16 11:23:29,TD8
0,8,8,dx,ndom,2017-06-16 11:23:30,TD8
0,0,0,dx,ndom,2017-06-16 11:23:31,TD8
0,0,0,dx,ndom,2017-06-16 11:23:32,TD8
0,1,16,dx,ndom,2017-06-16 11:23:33,TD8
0,0,0,dx,ndom,2017-06-16 11:23:34,TD8
0,0,4,dx,ndom,2017-06-16 11:23:35,TD8
0,0,0,dx,ndom,2017-06-16 11:23:36,TD8
0,1,9,dx,ndom,2017-06-16 11:23:37,TD8
0,0,4,dx,ndom,2017-06-16 11:23:38,TD8
0,0,0,dx,ndom,2017-06-16 11:23:39,TD8
0,0,0,dx,ndom,2017-06-16 11:23:40,TD8
0,3,4,dx,ndom,2017-06-16 11:23:41,TD8
0,5,3,dx,ndom,2017-06-16 11:23:42,TD8
0,8,3,dx,ndom,2017-06-16 11:23:43,TD8
6,19,24,dx,ndom,2017-06-16 11:23:44,TD8
0,0,0,dx,ndom,2017-06-16 11:23:45,TD8
0,0,0,dx,ndom,2017-06-16 11:23:46,TD8
0,0,4,dx,ndom,2017-06-16 11:23:47,TD8
0,0,0,dx,ndom,2017-06-16 11:23:48,TD8
0,9,13,dx,ndom,2017-06-16 11:23:49,TD8
0,6,10,dx,ndom,2017-06-16 11:23:50,TD8
0,11,13,dx,ndom,2017-06-16 11:23:51,TD8
0,0,0,dx,ndom,2017-06-16 11:23:52,TD8
0,0,8,dx,ndom,2017-06-16 11:23:53,TD8
0,15,26,dx,ndom,2017-06-16 11:23:54,TD8
0,0,2,dx,ndom,2017-06-16 11:23:55,TD8
0,0,4,dx,ndom,2017-06-16 11:23:56,TD8
0,1,6,dx,ndom,2017-06-16 11:23:57,TD8
0,0,0,dx,ndom,2017-06-16 11:23:58,TD8
0,0,0,dx,ndom,2017-06-16 11:23:59,TD8
0,10,16,dx,ndom,2017-06-16 11:24:00,TD8
4,6,6,dx,ndom,2017-06-16 11:24:01,TD8
0,4,19,dx,ndom,2017-06-16 11:24:02,TD8
0,0,8,dx,ndom,2017-06-16 11:24:03,TD8
0,0,7,dx,ndom,2017-06-16 11:24:04,TD8
0,0,4,dx,ndom,2017-06-16 11:24:05,TD8
0,7,28,dx,ndom,2017-06-16 11:24:06,TD8
0,0,0,dx,ndom,2017-06-16 11:24:07,TD8
0,4,13,dx,ndom,2017-06-16 11:24:08,TD8
0,12,24,dx,ndom,2017-06-16 11:24:09,TD8
0,0,0,dx,ndom,2017-06-16 11:24:10,TD8
0,0,0,dx,ndom,2017-06-16 11:24:11,TD8
0,0,0,dx,ndom,2017-06-16 11:24:12,TD8
0,0,0,dx,ndom,2017-06-16 11:24:13,TD8
0,1,4,dx,ndom,2017-06-16 11:24:14,TD8
0,1,7,dx,ndom,2017-06-16 11:24:15,TD8
0,0,0,dx,ndom,2017-06-16 11:24:16,TD8
0,0,6,dx,ndom,2017-06-16 11:24:17,TD8
0,0,12,dx,ndom,2017-06-16 11:24:18,TD8
0,5,15,dx,ndom,2017-06-16 11:24:19,TD8
0,0,13,dx,ndom,2017-06-16 11:24:20,TD8
0,3,0,sx,dom,2017-06-16 11:08:10,TD9
0,0,0,sx,dom,2017-06-16 11:08:11,TD9
0,5,9,sx,dom,2017-06-16 11:08:12,TD9
0,0,0,sx,dom,2017-06-16 11:08:13,TD9
0,1,0,sx,dom,2017-06-16 11:08:14,TD9
0,0,2,sx,dom,2017-06-16 11:08:15,TD9
0,0,0,sx,dom,2017-06-16 11:08:16,TD9
0,0,0,sx,dom,2017-06-16 11:08:17,TD9
0,0,0,sx,dom,2017-06-16 11:08:18,TD9
0,0,0,sx,dom,2017-06-16 11:08:19,TD9
0,0,0,sx,dom,2017-06-16 11:08:20,TD9
0,0,0,sx,dom,2017-06-16 11:08:21,TD9
0,0,0,sx,dom,2017-06-16 11:08:22,TD9
0,0,0,sx,dom,2017-06-16 11:08:23,TD9
0,0,0,sx,dom,2017-06-16 11:08:24,TD9
0,0,0,sx,dom,2017-06-16 11:08:25,TD9
0,0,0,sx,dom,2017-06-16 11:08:26,TD9
0,0,0,sx,dom,2017-06-16 11:08:27,TD9
0,0,0,sx,dom,2017-06-16 11:08:28,TD9
0,0,0,sx,dom,2017-06-16 11:08:29,TD9
0,0,0,sx,dom,2017-06-16 11:08:30,TD9
0,0,0,sx,dom,2017-06-16 11:08:31,TD9
0,0,0,sx,dom,2017-06-16 11:08:32,TD9
0,0,0,sx,dom,2017-06-16 11:08:33,TD9
0,0,0,sx,dom,2017-06-16 11:08:34,TD9
0,0,0,sx,dom,2017-06-16 11:08:35,TD9
0,0,0,sx,dom,2017-06-16 11:08:36,TD9
0,0,0,sx,dom,2017-06-16 11:08:37,TD9
0,0,0,sx,dom,2017-06-16 11:08:38,TD9
0,0,0,sx,dom,2017-06-16 11:08:39,TD9
0,0,0,sx,dom,2017-06-16 11:08:40,TD9
0,0,0,sx,dom,2017-06-16 11:08:41,TD9
0,1,2,sx,dom,2017-06-16 11:08:42,TD9
0,0,0,sx,dom,2017-06-16 11:08:43,TD9
0,0,0,sx,dom,2017-06-16 11:08:44,TD9
0,0,0,sx,dom,2017-06-16 11:08:45,TD9
0,0,0,sx,dom,2017-06-16 11:08:46,TD9
0,0,0,sx,dom,2017-06-16 11:08:47,TD9
0,0,0,sx,dom,2017-06-16 11:08:48,TD9
0,0,0,sx,dom,2017-06-16 11:08:49,TD9
0,0,0,sx,dom,2017-06-16 11:08:50,TD9
0,0,0,sx,dom,2017-06-16 11:08:51,TD9
0,0,0,sx,dom,2017-06-16 11:08:52,TD9
0,0,0,sx,dom,2017-06-16 11:08:53,TD9
0,0,0,sx,dom,2017-06-16 11:08:54,TD9
0,0,0,sx,dom,2017-06-16 11:08:55,TD9
0,0,0,sx,dom,2017-06-16 11:08:56,TD9
0,0,0,sx,dom,2017-06-16 11:08:57,TD9
0,0,0,sx,dom,2017-06-16 11:08:58,TD9
0,0,0,sx,dom,2017-06-16 11:08:59,TD9
0,0,0,sx,dom,2017-06-16 11:09:00,TD9
0,0,0,sx,dom,2017-06-16 11:09:01,TD9
0,0,0,sx,dom,2017-06-16 11:09:02,TD9
0,0,0,sx,dom,2017-06-16 11:09:03,TD9
0,0,0,sx,dom,2017-06-16 11:09:04,TD9
0,0,0,sx,dom,2017-06-16 11:09:05,TD9
0,0,0,sx,dom,2017-06-16 11:09:06,TD9
0,0,0,sx,dom,2017-06-16 11:09:07,TD9
0,0,0,sx,dom,2017-06-16 11:09:08,TD9
0,9,11,sx,dom,2017-06-16 11:09:09,TD9
249,163,68,sx,dom,2017-06-16 11:09:10,TD9
125,74,117,dx,dom,2017-06-16 11:08:10,TD9
124,65,132,dx,dom,2017-06-16 11:08:11,TD9
148,137,82,dx,dom,2017-06-16 11:08:12,TD9
100,68,150,dx,dom,2017-06-16 11:08:13,TD9
129,52,131,dx,dom,2017-06-16 11:08:14,TD9
48,95,86,dx,dom,2017-06-16 11:08:15,TD9
38,113,45,dx,dom,2017-06-16 11:08:16,TD9
59,77,94,dx,dom,2017-06-16 11:08:17,TD9
92,109,101,dx,dom,2017-06-16 11:08:18,TD9
42,98,72,dx,dom,2017-06-16 11:08:19,TD9
64,115,98,dx,dom,2017-06-16 11:08:20,TD9
72,51,60,dx,dom,2017-06-16 11:08:21,TD9
83,68,97,dx,dom,2017-06-16 11:08:22,TD9
89,55,68,dx,dom,2017-06-16 11:08:23,TD9
105,78,93,dx,dom,2017-06-16 11:08:24,TD9
103,75,91,dx,dom,2017-06-16 11:08:25,TD9
101,91,88,dx,dom,2017-06-16 11:08:26,TD9
52,105,58,dx,dom,2017-06-16 11:08:27,TD9
161,97,86,dx,dom,2017-06-16 11:08:28,TD9
129,118,89,dx,dom,2017-06-16 11:08:29,TD9
86,95,123,dx,dom,2017-06-16 11:08:30,TD9
60,73,120,dx,dom,2017-06-16 11:08:31,TD9
49,109,99,dx,dom,2017-06-16 11:08:32,TD9
87,111,108,dx,dom,2017-06-16 11:08:33,TD9
90,63,58,dx,dom,2017-06-16 11:08:34,TD9
83,93,66,dx,dom,2017-06-16 11:08:35,TD9
131,90,104,dx,dom,2017-06-16 11:08:36,TD9
91,95,95,dx,dom,2017-06-16 11:08:37,TD9
62,45,81,dx,dom,2017-06-16 11:08:38,TD9
80,63,109,dx,dom,2017-06-16 11:08:39,TD9
73,64,72,dx,dom,2017-06-16 11:08:40,TD9
146,75,58,dx,dom,2017-06-16 11:08:41,TD9
123,62,74,dx,dom,2017-06-16 11:08:42,TD9
122,104,113,dx,dom,2017-06-16 11:08:43,TD9
140,124,91,dx,dom,2017-06-16 11:08:44,TD9
92,77,118,dx,dom,2017-06-16 11:08:45,TD9
147,75,116,dx,dom,2017-06-16 11:08:46,TD9
114,110,61,dx,dom,2017-06-16 11:08:47,TD9
134,88,102,dx,dom,2017-06-16 11:08:48,TD9
104,89,107,dx,dom,2017-06-16 11:08:49,TD9
102,117,102,dx,dom,2017-06-16 11:08:50,TD9
64,88,135,dx,dom,2017-06-16 11:08:51,TD9
87,126,64,dx,dom,2017-06-16 11:08:52,TD9
62,24,34,dx,dom,2017-06-16 11:08:53,TD9
75,118,87,dx,dom,2017-06-16 11:08:54,TD9
89,78,74,dx,dom,2017-06-16 11:08:55,TD9
123,109,48,dx,dom,2017-06-16 11:08:56,TD9
137,98,95,dx,dom,2017-06-16 11:08:57,TD9
110,85,72,dx,dom,2017-06-16 11:08:58,TD9
131,74,72,dx,dom,2017-06-16 11:08:59,TD9
63,117,106,dx,dom,2017-06-16 11:09:00,TD9
108,57,83,dx,dom,2017-06-16 11:09:01,TD9
128,89,123,dx,dom,2017-06-16 11:09:02,TD9
126,147,77,dx,dom,2017-06-16 11:09:03,TD9
130,126,55,dx,dom,2017-06-16 11:09:04,TD9
153,86,68,dx,dom,2017-06-16 11:09:05,TD9
109,116,83,dx,dom,2017-06-16 11:09:06,TD9
57,118,115,dx,dom,2017-06-16 11:09:07,TD9
168,140,114,dx,dom,2017-06-16 11:09:08,TD9
282,163,123,dx,dom,2017-06-16 11:09:09,TD9
123,155,40,dx,dom,2017-06-16 11:09:10,TD9
158,197,212,sx,ndom,2017-06-16 11:10:41,TD9
187,152,116,sx,ndom,2017-06-16 11:10:42,TD9
199,101,171,sx,ndom,2017-06-16 11:10:43,TD9
197,103,170,sx,ndom,2017-06-16 11:10:44,TD9
268,82,88,sx,ndom,2017-06-16 11:10:45,TD9
108,80,67,sx,ndom,2017-06-16 11:10:46,TD9
188,58,75,sx,ndom,2017-06-16 11:10:47,TD9
174,57,41,sx,ndom,2017-06-16 11:10:48,TD9
220,41,74,sx,ndom,2017-06-16 11:10:49,TD9
163,134,57,sx,ndom,2017-06-16 11:10:50,TD9
157,79,67,sx,ndom,2017-06-16 11:10:51,TD9
112,103,75,sx,ndom,2017-06-16 11:10:52,TD9
141,109,94,sx,ndom,2017-06-16 11:10:53,TD9
111,145,47,sx,ndom,2017-06-16 11:10:54,TD9
92,61,115,sx,ndom,2017-06-16 11:10:55,TD9
99,53,96,sx,ndom,2017-06-16 11:10:56,TD9
124,100,106,sx,ndom,2017-06-16 11:10:57,TD9
120,66,71,sx,ndom,2017-06-16 11:10:58,TD9
72,71,62,sx,ndom,2017-06-16 11:10:59,TD9
64,72,68,sx,ndom,2017-06-16 11:11:00,TD9
79,62,66,sx,ndom,2017-06-16 11:11:01,TD9
154,78,69,sx,ndom,2017-06-16 11:11:02,TD9
73,52,48,sx,ndom,2017-06-16 11:11:03,TD9
164,105,50,sx,ndom,2017-06-16 11:11:04,TD9
120,47,61,sx,ndom,2017-06-16 11:11:05,TD9
113,78,94,sx,ndom,2017-06-16 11:11:06,TD9
120,137,91,sx,ndom,2017-06-16 11:11:07,TD9
147,71,89,sx,ndom,2017-06-16 11:11:08,TD9
104,143,96,sx,ndom,2017-06-16 11:11:09,TD9
136,53,110,sx,ndom,2017-06-16 11:11:10,TD9
89,49,126,sx,ndom,2017-06-16 11:11:11,TD9
130,127,135,sx,ndom,2017-06-16 11:11:12,TD9
154,124,111,sx,ndom,2017-06-16 11:11:13,TD9
137,89,162,sx,ndom,2017-06-16 11:11:14,TD9
113,78,151,sx,ndom,2017-06-16 11:11:15,TD9
116,49,89,sx,ndom,2017-06-16 11:11:16,TD9
120,107,141,sx,ndom,2017-06-16 11:11:17,TD9
122,95,100,sx,ndom,2017-06-16 11:11:18,TD9
72,39,90,sx,ndom,2017-06-16 11:11:19,TD9
118,85,83,sx,ndom,2017-06-16 11:11:20,TD9
114,117,84,sx,ndom,2017-06-16 11:11:21,TD9
71,45,80,sx,ndom,2017-06-16 11:11:22,TD9
93,85,135,sx,ndom,2017-06-16 11:11:23,TD9
99,66,65,sx,ndom,2017-06-16 11:11:24,TD9
126,66,86,sx,ndom,2017-06-16 11:11:25,TD9
69,75,122,sx,ndom,2017-06-16 11:11:26,TD9
144,139,135,sx,ndom,2017-06-16 11:11:27,TD9
78,108,106,sx,ndom,2017-06-16 11:11:28,TD9
91,103,79,sx,ndom,2017-06-16 11:11:29,TD9
123,75,127,sx,ndom,2017-06-16 11:11:30,TD9
77,82,150,sx,ndom,2017-06-16 11:11:31,TD9
91,120,27,sx,ndom,2017-06-16 11:11:32,TD9
210,127,25,sx,ndom,2017-06-16 11:11:33,TD9
124,142,103,sx,ndom,2017-06-16 11:11:34,TD9
114,201,102,sx,ndom,2017-06-16 11:11:35,TD9
170,102,135,sx,ndom,2017-06-16 11:11:36,TD9
146,160,126,sx,ndom,2017-06-16 11:11:37,TD9
119,171,126,sx,ndom,2017-06-16 11:11:38,TD9
138,104,84,sx,ndom,2017-06-16 11:11:39,TD9
261,127,123,sx,ndom,2017-06-16 11:11:40,TD9
255,163,35,sx,ndom,2017-06-16 11:11:41,TD9
0,0,0,dx,ndom,2017-06-16 11:10:41,TD9
0,1,0,dx,ndom,2017-06-16 11:10:42,TD9
0,0,0,dx,ndom,2017-06-16 11:10:43,TD9
0,6,3,dx,ndom,2017-06-16 11:10:44,TD9
0,7,0,dx,ndom,2017-06-16 11:10:45,TD9
0,0,0,dx,ndom,2017-06-16 11:10:46,TD9
0,0,0,dx,ndom,2017-06-16 11:10:47,TD9
0,0,0,dx,ndom,2017-06-16 11:10:48,TD9
0,6,0,dx,ndom,2017-06-16 11:10:49,TD9
0,0,0,dx,ndom,2017-06-16 11:10:50,TD9
0,0,0,dx,ndom,2017-06-16 11:10:51,TD9
0,0,0,dx,ndom,2017-06-16 11:10:52,TD9
0,0,0,dx,ndom,2017-06-16 11:10:53,TD9
0,0,0,dx,ndom,2017-06-16 11:10:54,TD9
0,0,0,dx,ndom,2017-06-16 11:10:55,TD9
0,0,0,dx,ndom,2017-06-16 11:10:56,TD9
0,0,0,dx,ndom,2017-06-16 11:10:57,TD9
0,0,0,dx,ndom,2017-06-16 11:10:58,TD9
0,0,0,dx,ndom,2017-06-16 11:10:59,TD9
0,0,0,dx,ndom,2017-06-16 11:11:00,TD9
0,0,0,dx,ndom,2017-06-16 11:11:01,TD9
0,4,0,dx,ndom,2017-06-16 11:11:02,TD9
0,0,0,dx,ndom,2017-06-16 11:11:03,TD9
0,0,0,dx,ndom,2017-06-16 11:11:04,TD9
0,0,0,dx,ndom,2017-06-16 11:11:05,TD9
0,0,0,dx,ndom,2017-06-16 11:11:06,TD9
0,0,0,dx,ndom,2017-06-16 11:11:07,TD9
0,0,0,dx,ndom,2017-06-16 11:11:08,TD9
0,0,0,dx,ndom,2017-06-16 11:11:09,TD9
0,0,0,dx,ndom,2017-06-16 11:11:10,TD9
0,0,0,dx,ndom,2017-06-16 11:11:11,TD9
0,1,0,dx,ndom,2017-06-16 11:11:12,TD9
0,0,0,dx,ndom,2017-06-16 11:11:13,TD9
0,0,0,dx,ndom,2017-06-16 11:11:14,TD9
0,0,0,dx,ndom,2017-06-16 11:11:15,TD9
0,0,0,dx,ndom,2017-06-16 11:11:16,TD9
0,2,0,dx,ndom,2017-06-16 11:11:17,TD9
0,3,0,dx,ndom,2017-06-16 11:11:18,TD9
0,0,0,dx,ndom,2017-06-16 11:11:19,TD9
0,13,0,dx,ndom,2017-06-16 11:11:20,TD9
0,0,0,dx,ndom,2017-06-16 11:11:21,TD9
0,0,0,dx,ndom,2017-06-16 11:11:22,TD9
68,40,26,dx,ndom,2017-06-16 11:11:23,TD9
44,5,7,dx,ndom,2017-06-16 11:11:24,TD9
2,9,0,dx,ndom,2017-06-16 11:11:25,TD9
0,26,0,dx,ndom,2017-06-16 11:11:26,TD9
0,15,0,dx,ndom,2017-06-16 11:11:27,TD9
17,12,0,dx,ndom,2017-06-16 11:11:28,TD9
27,91,0,dx,ndom,2017-06-16 11:11:29,TD9
0,24,0,dx,ndom,2017-06-16 11:11:30,TD9
0,11,0,dx,ndom,2017-06-16 11:11:31,TD9
0,0,0,dx,ndom,2017-06-16 11:11:32,TD9
0,11,2,dx,ndom,2017-06-16 11:11:33,TD9
0,3,0,dx,ndom,2017-06-16 11:11:34,TD9
0,8,0,dx,ndom,2017-06-16 11:11:35,TD9
0,18,0,dx,ndom,2017-06-16 11:11:36,TD9
0,2,0,dx,ndom,2017-06-16 11:11:37,TD9
0,11,0,dx,ndom,2017-06-16 11:11:38,TD9
0,24,0,dx,ndom,2017-06-16 11:11:39,TD9
157,95,83,dx,ndom,2017-06-16 11:11:40,TD9
89,75,36,dx,ndom,2017-06-16 11:11:41,TD9
0,6,0,sx,dom,2017-07-21 16:18:50,TD10
0,8,0,sx,dom,2017-07-21 16:18:51,TD10
0,15,0,sx,dom,2017-07-21 16:18:52,TD10
0,2,0,sx,dom,2017-07-21 16:18:53,TD10
0,9,0,sx,dom,2017-07-21 16:18:54,TD10
0,0,0,sx,dom,2017-07-21 16:18:55,TD10
0,0,0,sx,dom,2017-07-21 16:18:56,TD10
0,0,0,sx,dom,2017-07-21 16:18:57,TD10
0,0,0,sx,dom,2017-07-21 16:18:58,TD10
0,0,0,sx,dom,2017-07-21 16:18:59,TD10
0,0,0,sx,dom,2017-07-21 16:19:00,TD10
